old,new,speaker,english,speaker,english,speaker
そしたらいつも通り、合図をよろしく頼むよ,,Sonel,,Sonel,,Sonel
"広場の奴ら、集まって何かしているな
よし、今なら大丈夫だろう
奥の“攻城塔”へ向かおう",,Sonel,,Sonel,,Sonel
"ボクらは実に運がいいね！
見張りの一人はいると思っていたが
今日は貸し切りらしい",,Sonel,,Sonel,,Sonel
"隊長、すまないがこいつに登って
門の向こうの様子を見てきてくれないかな？",,Sonel,,Sonel,,Sonel
"敵の数や種類、設備などの状況が
わかれば大丈夫だ",,Sonel,,Sonel,,Sonel
"ボクは、ここで敵が来ないか見張っておく
それじゃあ頼んだよ",,Sonel,,Sonel,,Sonel
"どうだった？　隊長
ふむふむ、なるほど――",,Sonel,,Sonel,,Sonel
"《第一の門》とほぼ同等の戦力だね
今のままじゃあ、突破は厳しいだろう",,Sonel,,Sonel,,Sonel
"よし、《第二防衛区画》の偵察はこれで十分だ
城に戻って、作戦を立てるとしよう",,Sonel,,Sonel,,Sonel
"今回の潜入任務で貴重な情報を得られたよ
ありがとう、隊長！
これで次の作戦が立てられそうだ",,Sonel,,Sonel,,Sonel
"《第二防衛区画》、なんとしても
取り戻したいからね",,Sonel,,Sonel,,Sonel
"明日には、完璧な作戦を用意しておく
隊長はゆっくり休んでいてくれ",,Sonel,,Sonel,,Sonel
え、見つかった！？,,Sonel,,Sonel,,Sonel
