old,new,speaker,english,speaker,english,speaker
"それに――
目をかけてやった英雄サンが
どんな結末を辿るのか――
この目で見るのも楽しみだからねぇ",,Johoya,,Johoya,,Johoya
"あたしを連れて行かなきゃいけないんだろう？
本当に見逃していいのかい？",,Johoya,,Johoya,,Johoya
"ま、でもその判断に感謝するよ――
あたしはまだまだやりたいことがあるんだよ
<NPC 681>に協力するのも気に食わんしね",,Johoya,,Johoya,,Johoya
"それに――
目をかけてやった英雄サンが
どんな結末を辿るのか――
この目で見るのも楽しみだからねぇ",,Johoya,,Johoya,,Johoya
ところで、まだ何か用なのかい？,,Johoya,,Johoya,,Johoya
なんでもない,Nothing,Johoya,,Johoya,,Johoya
やっぱり連行する,,Johoya,,Johoya,,Johoya
"フン、抵抗はしないよ
情報を得るために情報屋を手中に収めるのは
確かに理にかなってるしねェ――",,Johoya,,Johoya,,Johoya
"それに、あたしらに何かあった時は
覚者さん――あんたが救い出してくれるんだろう？
期待してるからね",,Johoya,,Johoya,,Johoya
レジスタンス狩りだと――！？,,Mephis,,Mephis,,Mephis
"<NPC 681>め、なんて卑劣な奴なんだ！！
一般人を巻き込むなんて――",,Mephis,,Mephis,,Mephis
"お前が無実の人間を捕えたことは、ヤツも
予想外だったようだが――よくやった
拒否すれば、<NPC 681>の面前で
レジスタンス関与を認めるようなものだからな",,Mephis,,Mephis,,Mephis
――――,,Mephis,,Mephis,,Mephis
――言っただろ、自分の判断を信じろと,,Mephis,,Mephis,,Mephis
"心配するな――
決着は、<NPC 681>の屋敷でつけることにする
そのときに、捕えられた人たちを
助け出すチャンスができるはすだ",,Mephis,,Mephis,,Mephis
"お前はここまでよくやった
これほど大胆な行動に出たということは
ヤツが相当追い詰められているという証拠",,Mephis,,Mephis,,Mephis
"あとは、裁く材料だけ――
次は《諜報活動》と《尋問》ってことだな",,Mephis,,Mephis,,Mephis
引き続き頼むぜ、相棒,,Mephis,,Mephis,,Mephis
"容疑者は連行いたしました
ご協力感謝します",,Military Police,,Military Police,,Military Police
"容疑者は連行いたしました
ご協力感謝します",,Military Police,,Military Police,,Military Police
"容疑者は連行いたしました
ご協力感謝します",,Military Police,,Military Police,,Military Police
"あの老人がレジスタンスとは――
人は見かけによらぬものですね",,Military Police,,Military Police,,Military Police
"容疑者は連行いたしました
ご協力感謝します",,Military Police,,Military Police,,Military Police
"容疑者は連行いたしました
ご協力感謝します",,Military Police,,Military Police,,Military Police
