old,new,speaker,english,speaker,english,speaker
"あら？　私、どうしてこんなところに？
おかしいわねぇ、アンジェロと一緒に
今年のハロウィンをお知らせに来たはずなのに",,Shelly,,Shelly,,Shelly
"珍しいお菓子を拾おうと思ったら
急に目の前に――誰かのドレスのすそが見えて――
その先をよく覚えてないわ",,Shelly,,Shelly,,Shelly
"とにかく、早くレスタニアに戻って
アンジェロとハロウィンの準備をしなきゃね！
先に戻ってアンジェロにもそう伝えてくれるかしら",,Shelly,,Shelly,,Shelly
"先に戻ってアンジェロに伝えてくれない？
私もすぐ帰るからって",,Shelly,,Shelly,,Shelly
"おお！　シェリーちゃんが帰ってきた！
しかも、様子がおかしかった原因も
無事に解決したようじゃないか！",,Angelo,,Angelo,,Angelo
"君に頼んで正解だった
いやー助かった、本当にどうもありがとう
正直怖くてどうしようかと思ったよ",,Angelo,,Angelo,,Angelo
"さっ、今年も楽しくおいしい
ステキなハロウィンを始めようじゃないかッ！",,Angelo,,Angelo,,Angelo
"魔物を倒して、お菓子をたくさん集めたら
あの鑑定交換のおじさんのところに行くといい",,Angelo,,Angelo,,Angelo
"フフフ、彼には事前に"景品"になるものを
準備してもらっておいたのだ
食べてよし、交換してよしのハロウィン
楽しんでくれたまえ！",,Angelo,,Angelo,,Angelo
"――「いわく付きの物を処分するいい機会」とか
言っていた気もするが、彼なりのジョークだろう
い、一応は実際に見て確かめておいた方が
いいかもしれないがね",,Angelo,,Angelo,,Angelo
"アンジェロに心配かけちゃったわ
彼ったらずいぶんうろたえたみたい",,Shelly,,Shelly,,Shelly
"あ、そうそう
あの不思議なカボチャの被り物
私には似合わないからあなたに上げるわ",,Shelly,,Shelly,,Shelly
"そうそう、ゴーストランタン以外にも
いろんな"いわく付き"のものを取り揃えております
気になるものがあれば、お菓子と交換いたしますよ",,Gregory,,Gregory,,Gregory
ああシェリーちゃん、一体どうしちゃったんだ,,Angelo,,Angelo,,Angelo
"ワスレモシナイ　キョネンノイマゴロ――オマエタチハ
ワタシノアツメタ、くっきートきゃんでぃーヲ
ネコソギウバッテイッタノヨ！
コトシコソ、ウバウガワニ――！",,The White Dragon,,The White Dragon,,The White Dragon
