old,new,speaker,english,speaker,english,speaker
"よしよし！　万事、うまくいったぞ！
すべてのテントへの細工が完了さ！
これでまた、奴らの戦力は弱体化される",,Sonel,,Sonel,,Sonel
"そろそろ城へ帰還する頃合いだが
さて、どうしたものか――",,Sonel,,Sonel,,Sonel
帰還して成果を確認する,Return and review results,Sonel,,Sonel,,Sonel
《第一の門》を攻略する,"Capture ""First Gate""",Sonel,,Sonel,,Sonel
"今回は十分な成果を出せたし
この作戦は少しずつの積み重ねが重要だからね
さぁ、城へ戻ろう！",,Sonel,,Sonel,,Sonel
"ちょうどボクも、同じことを考えていたところさ！
これまでの作戦の成果で十分弱体化されていれば
少数の戦力でも勝てる見込みはある",,Sonel,,Sonel,,Sonel
さ、気を引き締めて行こう！,,Sonel,,Sonel,,Sonel
"今回の《兵舎》の攻略はこれで完了だ
少しずつではあるが、敵の戦力も弱体化してきている
この調子でよろしく頼むよ！",,Sonel,,Sonel,,Sonel
"《集会所》は、この《第一防衛区画》の中で
最も防備が手厚い",,Sonel,,Sonel,,Sonel
"だからこそ、ここを攻略することは
大きな意味がある",,Sonel,,Sonel,,Sonel
"もちろん正面突破は不可能だから
潜入しながら何か作戦を立てるしかないな",,Sonel,,Sonel,,Sonel
"櫓に見張りのオークもいるし
ここは固まって動くと却って目立ってしまう",,Sonel,,Sonel,,Sonel
"キミは自分のタイミングで潜入してくれ
ボクは、ボクなりの方法で潜入を試みる",,Sonel,,Sonel,,Sonel
"この奥に同志らしき姿があるが、見えるかい？
彼の身形、解放軍の兵士だ
なんとか接触できればいいのだが――",,Sonel,,Sonel,,Sonel
"キミは自分のタイミングで潜入してくれ
ボクは、ボクなりの方法で潜入を試みる",,Sonel,,Sonel,,Sonel
"この奥に同志らしき姿があるが、見えるかい？
彼の身形、解放軍の兵士だ
なんとか接触できればいいのだが――",,Sonel,,Sonel,,Sonel
早く探ってきてくれよ（仮）,,Sonel,,Sonel,,Sonel
"ここには誰もいないよ！
他の"わら"をあたってくれたまえ！",,Sonel,,Sonel,,Sonel
"――え、なんだキミか？
脅かさないでくれよ",,Sonel,,Sonel,,Sonel
"見ての通り、身を隠してるわけだが
"存在感"までは隠しきれなかったようだね",,Sonel,,Sonel,,Sonel
"なんだって、火薬庫を見つけた？
ふむふむなるほど――",,Sonel,,Sonel,,Sonel
"そいつは確かに使えそうだが
見張りがいて近づけない――か",,Sonel,,Sonel,,Sonel
"その見張りを何とかする方法があればいいが
とにかく今は、もう少し辺りを調べてみよう",,Sonel,,Sonel,,Sonel
"あ、あんたは――
こんなオークだらけの場所にいったいどうやって",,Elmer,,Elmer,,Elmer
"なんだって！
ソネル様とここを奪還しに来た？！",,Elmer,,Elmer,,Elmer
"そうだったのか――
俺はエルマー、解放軍の兵士だ
展望城脱出の際に捕まってしまったんだ",,Elmer,,Elmer,,Elmer
"情けない話だが――
今は、敵の武具の整備をさせられている
他にも捕虜がいて、俺だけここに連れて来られた",,Elmer,,Elmer,,Elmer
"人質を取られて、こうする他なかったんだ
俺がいなくなったと知られれば
今度は彼らの命が危険に去らされてしまう",,Elmer,,Elmer,,Elmer
"俺だけ逃げるわけにはいかない
しかし、今の俺にできることがあるなら
なんでも協力するんだが――",,Elmer,,Elmer,,Elmer
"ああ、あんたか
気持ちはありがたいが――",,Elmer,,Elmer,,Elmer
"俺だけ逃げるわけにはいかない
しかし、今の俺にできることがあるなら
なんでも協力するんだが――",,Elmer,,Elmer,,Elmer
"あんたは――
助けに来てくれたのはありがたいが
俺はここを動くことはできないんだ",,Elmer,,Elmer,,Elmer
"解放軍の兵士として
敵の武具を整備させられるのは屈辱だが
人質を取られていては逆らえない",,Elmer,,Elmer,,Elmer
こんな俺にでも、何かできるといいんだが――,,Elmer,,Elmer,,Elmer
"何？　火薬庫を――なるほど
それはなかなか名案
さすがはソネル様だ",,Elmer,,Elmer,,Elmer
"火薬庫の見張りをしてる奴は
俺に武具整備を押し付けた張本人でな
どうも下っ端らしい",,Elmer,,Elmer,,Elmer
"雑用ばかりさせられてるみたいだ――
まぁ、これもその１つなんだろうが",,Elmer,,Elmer,,Elmer
"そこのテントの中にある張り紙で
"仕事"が伝達されているらしい",,Elmer,,Elmer,,Elmer
"そいつを換えてやれば
奴を火薬庫の前から引き離すのは容易さ
確か、ちょうどいいのがあったはず――",,Elmer,,Elmer,,Elmer
"――ほら、こいつを持って行ってくれ
奴が櫓上の見張りをしたときの張り紙さ
いつか使えねぇかと、失敬しておいたんだ",,Elmer,,Elmer,,Elmer
"さ、こんなとこに長居は無用だ
あんたはそれを持ってテントへ行ってくれ
――頼んだぜ",,Elmer,,Elmer,,Elmer
"さ、こんなとこに長居は無用だ
あんたはその張り紙を持ってテントへ行ってくれ
――頼んだぜ",,Elmer,,Elmer,,Elmer
"キミならここを見つけてくれると思ってたよ
一部始終は把握している
ボクは耳がいいからね！",,Sonel,,Sonel,,Sonel
"やっかいな見張りくんの新しいお仕事は
"櫓の上の見張り"か――
なるほど、こいつはちょうどいい",,Sonel,,Sonel,,Sonel
その櫓を今から吹っ飛ばすのが作戦だからね！,,Sonel,,Sonel,,Sonel
"さ、見張りくんがいなくなったのを確認したら
火薬庫へ向かってくれ",,Sonel,,Sonel,,Sonel
"これをこうして――いや
せっかくだし派手にいこう――
よしよし、これで完了だ",,Sonel,,Sonel,,Sonel
"櫓を吹っ飛ばすには少々火力不足だったんでね
ちょっと細工をしておいたよ
さ、爆発するぞ、安全な場所まで離れよう",,Sonel,,Sonel,,Sonel
はっはっは！,,Sonel,,Sonel,,Sonel
いやぁ、実に爽快！,,Sonel,,Sonel,,Sonel
"ボクの本気の魔法よりかは
少々派手さと気品に欠けるが――
櫓ごと奴らを吹っ飛ばすにはこれで十分だ",,Sonel,,Sonel,,Sonel
"キミの協力のおかげで
奴らに大打撃を与えられたよ
作戦は大成功さ！",,Sonel,,Sonel,,Sonel
"こいつはたまげたな！
さすがはソネル様だ",,Elmer,,Elmer,,Elmer
"どうやら、あの下っ端もろとも
ふっ飛ばしてくれたようだな
感謝するよ",,Elmer,,Elmer,,Elmer
"この混乱に乗じて、俺も脱出できそうだ
戻ってソネル様に話したいこともあるしな",,Elmer,,Elmer,,Elmer
"あんたにも礼を言わせてもらうよ
とにかくありがとう！",,Elmer,,Elmer,,Elmer
これで制圧完了だ。次に行こうか（仮）,,Sonel,,Sonel,,Sonel
"実に見事な潜入任務だった！
あの広場の敵を一掃したことで
結構な損害を与えたはずさ",,Sonel,,Sonel,,Sonel
"成果は着実に出ている
焦らず、この調子で
《第一防衛区画》を攻略していこう！",,Sonel,,Sonel,,Sonel
"よしよし！　万事、うまくいったぞ！
これでまた、奴らの戦力は確実に弱体化される",,Sonel,,Sonel,,Sonel
"《第一の門》の状況は気になるが――
さて、どうするかな",,Sonel,,Sonel,,Sonel
《第一の門》を攻略する,"Capture ""First Gate""",Sonel,,Sonel,,Sonel
帰還して成果を確認する,Return and review results,Sonel,,Sonel,,Sonel
"そうだね、今回の任務の成果はこれで十分だ
同志を一人救出できたし、一旦城へ戻ろう！",,Sonel,,Sonel,,Sonel
"この勢いをムダにしたくないからね！
オークと鉄は熱いうちに打てだ
よし、行くぞ！",,Sonel,,Sonel,,Sonel
"見てくれ、敵は明らかに弱っている
兵の数も、防衛設備もすでにガタガタだ",,Sonel,,Sonel,,Sonel
"ここまでくれば、十分勝機はある
さ、一気に行くぞ！",,Sonel,,Sonel,,Sonel
"見てくれ、敵陣の様子が少し変わっている
ボクらの潜入作戦は
確実に奴らの戦力を弱体化させているようだ",,Sonel,,Sonel,,Sonel
"今なら、なんとかなるかもしれない
だが、敵もそう簡単には
ここを明け渡してはくれないだろう",,Sonel,,Sonel,,Sonel
"ボクが危険と判断したら撤退する
制圧に失敗しても、今回与えた損害は
成果として残せるから、全力で挑もう！",,Sonel,,Sonel,,Sonel
"敵の戦力はまだまだ健在か――
こいつは厳しい戦いになる",,Sonel,,Sonel,,Sonel
"ボクが危険と判断したら撤退する
制圧に失敗しても、今回与えた損害は
成果として残せるから、全力で挑もう！",,Sonel,,Sonel,,Sonel
よし！　《第一の門》は制圧したぞ！,,Sonel,,Sonel,,Sonel
"かなり厳しい戦いだったが
キミの目を見張る活躍、この目で見させてもらったよ",,Sonel,,Sonel,,Sonel
"聞いていた以上の実力だ
今のボクの魔法だけでは
この数の敵は相手にできなかった――",,Sonel,,Sonel,,Sonel
"ありがとう！
さ、一旦城に戻ろう
兵にここの防衛を任せる準備も必要だ",,Sonel,,Sonel,,Sonel
"ありがとう！
《第一防衛区画》の奪還作戦も軌道に乗って来た
これもキミのおかげさ",,Sonel,,Sonel,,Sonel
"ボクは次の作戦の準備をしておこう
また、力を貸してくれないかな？
よろしく頼んだよ！",,Sonel,,Sonel,,Sonel
これをこうして――うんうん、いいね,,Sonel,,Sonel,,Sonel
よし、あともう少しだ,,Sonel,,Sonel,,Sonel
"お！
そいつは《生乾きの布》じゃないか！",,Sonel,,Sonel,,Sonel
"さっそくそいつを渡してくれ！
――キミ、よくこれを平気な顔して持てるね！",,Sonel,,Sonel,,Sonel
"よしよし、これをこうして――
ふふふ――やっぱりボクは天才だね！",,Sonel,,Sonel,,Sonel
"実にすばらしい仕上がり――
１つめのテントの細工は完了だ！",,Sonel,,Sonel,,Sonel
"お！
そいつは《オオワラカミツキ》じゃないか！",,Sonel,,Sonel,,Sonel
"さっそくそいつを渡してくれ！
――ちょっとちょっと！
その持ち方で渡されたら
まずボクが危ないじゃないか！",,Sonel,,Sonel,,Sonel
"よしよし、こいつをここに――
おっと、あぶないあぶない！
ふぅ――このスリルがたまらないね",,Sonel,,Sonel,,Sonel
"まさに命がけの芸術――
２つめのテントの細工は完了だ！",,Sonel,,Sonel,,Sonel
"お！
そいつは《熟成爆弾カボチャ》じゃないか！
やっぱりこの辺にあったね",,Sonel,,Sonel,,Sonel
"さっそくそいつを渡してくれ！
この辺のカボチャは頑丈な皮が特徴でね
限界まで熟成させると爆弾のようになるのさ",,Sonel,,Sonel,,Sonel
"ただ置くだけじゃつまらないからね
さらに工夫してこう――
キミも子供の頃、よくこうやって遊んだだろ？",,Sonel,,Sonel,,Sonel
"まさに伝統の秘密兵器――
最後のテントの細工は完了だ！",,Sonel,,Sonel,,Sonel
"お、キミか
何か使えそうな物は見つかったかい？",,Sonel,,Sonel,,Sonel
"整備中の大砲か――悪くはないが
ここで修理するわけにもいかないだろう",,Sonel,,Sonel,,Sonel
え？　そんなところで何をしてるかって？,,Sonel,,Sonel,,Sonel
"見ての通り"ボクなりの潜入方法"というやつさ
キミもこれくらいの気持ちでやりたまえよ！",,Sonel,,Sonel,,Sonel
"なんだキミか
ボクはね、今隠れるので忙しいんだ",,Sonel,,Sonel,,Sonel
"そこにある攻城槌なら
ボクら二人で動かすのは不可能だ",,Sonel,,Sonel,,Sonel
"そもそも、それは頑丈な門などを
地味にコツコツ破壊するための兵器だしね",,Sonel,,Sonel,,Sonel
この状況で有効に使うのは難しいよ,,Sonel,,Sonel,,Sonel
"ふぅ――
見張りはなんとかなったが
少々騒ぎを起こし過ぎてしまったな",,Sonel,,Sonel,,Sonel
"なぁに、焦ることはないさ
日々少しずつ損害を与えれば
かならず敵は弱体化する",,Sonel,,Sonel,,Sonel
"今日は、ここで切り上げるとしよう
さ、展望城に帰ろうじゃないか",,Sonel,,Sonel,,Sonel
"くっ―――
まだ攻略出来ないみたいだね―――
ここはいったん出直して、準備を整えよう",,Sonel,,Sonel,,Sonel
"潜入の準備はできている
戦いの方は――まだちょっと遠慮したいけどね",,Sonel,,Sonel,,Sonel
さて、今回はどうするかな――,,Sonel,,Sonel,,Sonel
《兵舎》を攻略する,"Capture ""Barracks""",Sonel,,Sonel,,Sonel
《集会所》を攻略する,"Capture ""集会所""",Sonel,,Sonel,,Sonel
準備に戻る,Return to preparation,Sonel,,Sonel,,Sonel
"潜入の準備はできている
戦いの方は――まだちょっと遠慮したいけどね",,Sonel,,Sonel,,Sonel
さて、今回はどうするかな――,,Sonel,,Sonel,,Sonel
《兵舎》を攻略する,"Capture ""Barracks""",Sonel,,Sonel,,Sonel
《集会所》を攻略する,"Capture ""集会所""",Sonel,,Sonel,,Sonel
準備に戻る,Return to preparation,Sonel,,Sonel,,Sonel
"《兵舎》での作戦はもう十分だろう
これ以上やると、せっかく奪還しても
あの辺に近づけなくなるからね！",,Sonel,,Sonel,,Sonel
次の目標はいよいよ《集会場》さ,,Sonel,,Sonel,,Sonel
"《集会場》のオークくん達は
櫓と一緒にふっ飛ばしたじゃないか",,Sonel,,Sonel,,Sonel
次の目標は《兵舎》の攻略さ,,Sonel,,Sonel,,Sonel
え、見つかった！？,,Sonel,,Sonel,,Sonel
"ふぅ――
見張りはなんとかなったが
テントの細工が完了する前に見つかってしまったか",,Sonel,,Sonel,,Sonel
"騒ぎを聞いて増援が駆けつけてくるだろうから
このまま作戦を続行するのは危険だ",,Sonel,,Sonel,,Sonel
一度、展望城に戻って仕切り直すとしよう,,Sonel,,Sonel,,Sonel
