old,new,speaker,english,speaker,english,speaker
"《左へ》、《正面へ》、《右へ》――
これくらい簡単な内容なら大丈夫だ
オークの声真似をして指示を出せる",,Sonel,,Sonel,,Sonel
"今は《左》で、《大演習場》の入口の方に
大砲が向けられている",,Sonel,,Sonel,,Sonel
"《正面》は同志が囚われた檻の方向で
《右》には数体のオークたちが集まっている",,Sonel,,Sonel,,Sonel
"この《大演習場》の様子は隊長の方が詳しい
大砲をどの方向に向けるか決めてくれ",,Sonel,,Sonel,,Sonel
《左》の入口方向へ向ける,,Sonel,,Sonel,,Sonel
《正面》の檻の方向へ向ける,,Sonel,,Sonel,,Sonel
《右》のオークの集団へ向ける,,Sonel,,Sonel,,Sonel
"隊長か――
状況はどうだい？",,Sonel,,Sonel,,Sonel
"大砲の向きを変える必要があれば
ボクに指示を出してくれ
さぁ、どうする？",,Sonel,,Sonel,,Sonel
"《左》は入り口――
《正面》は同志が囚われた檻――
《右》はオークたちの集まり――こんなところだ",,Sonel,,Sonel,,Sonel
《左》へ向ける,,Sonel,,Sonel,,Sonel
《正面》へ向ける,,Sonel,,Sonel,,Sonel
《右》へ向ける,,Sonel,,Sonel,,Sonel
考え直す,,Sonel,,Sonel,,Sonel
"よし、《左》だな
任せてくれ！",,Sonel,,Sonel,,Sonel
（オゥ、ウオォ――オゥ）,,Sonel,,Sonel,,Sonel
"入り口の見張りは追い払えたみたいだが――
これでは奴らを一網打尽にするのは
無理なようだ",,Sonel,,Sonel,,Sonel
"おいおい、正気か隊長！
その方向は、我が同志がいるんだぞ！",,Sonel,,Sonel,,Sonel
"いや――わかった
隊長も、何か考えがあるんだろう？",,Sonel,,Sonel,,Sonel
"ボクは信じるよ、隊長を
安心してくれ――
大砲は絶対に撃たせたりはしない",,Sonel,,Sonel,,Sonel
（オゥ、ウオォウ――オゥ）,,Sonel,,Sonel,,Sonel
"やつはすぐに大砲の向きを変えるはずさ
これで、事態が好転すればいいのだが――",,Sonel,,Sonel,,Sonel
"よし、《右》だな
任せてくれ！",,Sonel,,Sonel,,Sonel
（オゥ、オォウ――オゥ）,,Sonel,,Sonel,,Sonel
"ううむ、せっかくやつらが集まっていたが
大砲を向けたら散り散りになってしまった",,Sonel,,Sonel,,Sonel
"まぁ、こんなものを向けられたら
ボクだってじっとはしてないけどね",,Sonel,,Sonel,,Sonel
"う～ん――
後はやつらを一か所に集められたら
完璧なんだが――",,Sonel,,Sonel,,Sonel
"隊長、いい考えがある
たった今、やつらを一か所に集める
妙案を思いついたよ",,Sonel,,Sonel,,Sonel
"あの大きな櫓――
てっぺんに、２つの篝火が置かれた場所がある
目立つにはもってこいの場所だ",,Sonel,,Sonel,,Sonel
"隊長にはなんとかがんばって
あの上まで行ってもらって
奴らの注目を浴びて――いや、集めて欲しい！",,Sonel,,Sonel,,Sonel
"そしてボクは、やつらが隊長の元へ向かって
ワラワラと集まったのを見計らって――
この大砲を奪いドカンと一撃！",,Sonel,,Sonel,,Sonel
"ほら、どうだい？
完璧な作戦だと思わないか？
思いついた瞬間、全身鳥肌が立ったよ！",,Sonel,,Sonel,,Sonel
"ボクはここに留まって
大砲を奪うチャンスを伺う",,Sonel,,Sonel,,Sonel
"隊長は、櫓上の目標位置までたどり着いたら
<COL ff2600>エモート</COL>の＜<COL ff2600>手招き</COL>＞だ！
潜入任務でボクに合図をくれた時と同じ要領さ",,Sonel,,Sonel,,Sonel
"しかし、この警備の状況では
敵に見つからずに
櫓の上に向かうのは無理だろう",,Sonel,,Sonel,,Sonel
"この大演習場のどこかに
<COL ff2600>櫓まで行ける抜け道</COL>のようなものが
あればいいのだが――",,Sonel,,Sonel,,Sonel
"誰か、ボクらよりここに詳しい人物がいれば
何か情報が聞けるかもしれないな",,Sonel,,Sonel,,Sonel
"よし、《右》だな
任せてくれ！",,Sonel,,Sonel,,Sonel
（オゥ、オォウ――オゥ）,,Sonel,,Sonel,,Sonel
"やはり、やつらは大砲を向けられると
散り散りになってしまうな",,Sonel,,Sonel,,Sonel
"ボクはここに留まって
大砲を奪うチャンスを伺う",,Sonel,,Sonel,,Sonel
"隊長は、櫓上の目標位置までたどり着いたら
<COL ff2600>エモート</COL>の＜<COL ff2600>手招き</COL>＞だ！
潜入任務でボクに合図をくれた時と同じ要領さ",,Sonel,,Sonel,,Sonel
"もし、櫓まで行く方法が分からなければ
どこかで情報を入手する必要があるかもしれない",,Sonel,,Sonel,,Sonel
誰かここの情報に詳しい者がいるといいが――,,Sonel,,Sonel,,Sonel
そうか――わかった,,Sonel,,Sonel,,Sonel
"隊長、この作戦では"大砲の向き"は
かなり重要だ",,Sonel,,Sonel,,Sonel
"おもしろいことに
<COL ff2600>大砲の向きを変えると、やつらの立ち位置が変わる</COL>",,Sonel,,Sonel,,Sonel
"それを何かに利用できる可能性もある――
<COL ff2600>変化をよく観察すること</COL>も
作戦の遂行には必要なことさ",,Sonel,,Sonel,,Sonel
"大砲の向きを変えたくなったら
いつでもボクに話しかけてくれ",,Sonel,,Sonel,,Sonel
"あなたは――
助けに来てくれたのは嬉しいけど
怪我をした足ではとても逃げられないわ",,Harriet,,Harriet,,Harriet
"え？　櫓の上に登りたいですって？
――私にはあなたの考えは分からないけど
とにかく櫓に近づければいいのね？",,Harriet,,Harriet,,Harriet
"見ての通り、広場には奴らがいて
櫓に近づくのは不可能よ",,Harriet,,Harriet,,Harriet
"もっとも近づけるのが、そこにあるテントだけど
上を超えることはできないわね
やつらにも見つかってしまうし",,Harriet,,Harriet,,Harriet
"そう言えば――
数日前に、奴らが捕まえてきた大きな豚が逃げ出して
《大演習場》で逃げ回っていたの",,Harriet,,Harriet,,Harriet
"一度はあのテントの中に追い込まれたけど
裏から抜け出してそのままどこかへ
走り去っていったわ",,Harriet,,Harriet,,Harriet
"もしかすると、その時の穴が
使えるかもしれない――
調べてみて",,Harriet,,Harriet,,Harriet
"あ！　隊長！
コイツぁすごいや！
病みつきになりそうだ！",,Sonel,,Sonel,,Sonel
"いやぁ～
大砲を撃ったまでは良かったんだけどね
想像の斜め上を飛んでってさ！　弾が！",,Sonel,,Sonel,,Sonel
"ボクは兵器の研究はしてて
もちろん大砲にも詳しいんだけど――",,Sonel,,Sonel,,Sonel
"よく考えたら、さっき撃ったのが
人生で初めてだったんだ",,Sonel,,Sonel,,Sonel
"いや、実に貴重な経験だった！
白煙と瓦礫の中から隊長が現れた時には
ちょっとした感動すら覚えたね！",,Sonel,,Sonel,,Sonel
"危うく隊長までまるごと
一網打尽の仲間入りするとこだった！",,Sonel,,Sonel,,Sonel
あっ,,Sonel,,Sonel,,Sonel
あっはっ,,Sonel,,Sonel,,Sonel
あっはっはっ,,Sonel,,Sonel,,Sonel
あっはっはっはっ,,Sonel,,Sonel,,Sonel
あっはっはっはっは！,,Sonel,,Sonel,,Sonel
"今日はなんか来てるぞ！
ボクに向かって風が吹いてる！
隊長にだって爆風が吹いた！",,Sonel,,Sonel,,Sonel
"敵は、《隔離兵舎》に続いて
この《大演習場》も奪還され
相当焦っているはずさ",,Sonel,,Sonel,,Sonel
"このチャンスを逃す手はない――
一気に《第二の門》を落とそう",,Sonel,,Sonel,,Sonel
もちろん、隊長もこのまま突撃に賛成だよね？,,Sonel,,Sonel,,Sonel
賛成する,,Sonel,,Sonel,,Sonel
城に戻ってしっかり準備する,,Sonel,,Sonel,,Sonel
隊長なら、絶対そう言ってくれると信じていたよ,,Sonel,,Sonel,,Sonel
"よし、このまま行くぞ！
この《第二防衛区画》――
残るは《第二の門》だ！",,Sonel,,Sonel,,Sonel
"え？　なんだって？
さっき撃った大砲の音がすごくて
耳がキーンとなっててね！",,Sonel,,Sonel,,Sonel
"いや、でも分かるよ――
隊長の考えてることはね
その目を見れば大砲のように一発さ！",,Sonel,,Sonel,,Sonel
"よし、このまま行くぞ！
この《第二防衛区画》――
残るは《第二の門》だ！",,Sonel,,Sonel,,Sonel
"よし！　やったぞ！隊長！
《第二の門》制圧だ！",,Sonel,,Sonel,,Sonel
ボクらの電撃作戦、見事に成功だ！,,Sonel,,Sonel,,Sonel
"みんなにも報告したい
さぁ、城に帰ろう！",,Sonel,,Sonel,,Sonel
ついに《第二防衛区画》も奪還だ！　隊長！,,Sonel,,Sonel,,Sonel
"今回の作戦の最大の見所は、やっぱり大砲だよね！
ボクがぶっ放した大砲！
弱った門番は印象が薄くてあまり覚えてないんだ！",,Sonel,,Sonel,,Sonel
"これは皆には秘密なんだが、今
「参謀官もソーサラーもやめて砲兵になろうかな」
という転職作戦を考え中でね！",,Sonel,,Sonel,,Sonel
"まぁ、冗談はさておき！
《第二防衛区画》まで、我々の手に戻った
しかも、この短期間にだ",,Sonel,,Sonel,,Sonel
"これもすべて、隊長がいてくれたおかげさ
ボクの作戦と隊長の力――
２つが揃えば、城外完全奪還も夢じゃない",,Sonel,,Sonel,,Sonel
あと少し、よろしく頼んだよ,,Sonel,,Sonel,,Sonel
"ふぅ――あともう一歩のところだったが
敵の粘り強さもなかなかのものだね",,Sonel,,Sonel,,Sonel
"しかし、《大演習場》を奪還したことで
敵にかなりの打撃を与えたのは間違いない",,Sonel,,Sonel,,Sonel
"次は確実に制圧できるよう
準備を整えよう！",,Sonel,,Sonel,,Sonel
"《第二の門》を制圧して
《第二防衛区画》も取り戻すぞ！",,Sonel,,Sonel,,Sonel
うう――このままでは――,,Harriet,,Harriet,,Harriet
"――！？
あなたはいったい！？",,Harriet,,Harriet,,Harriet
"え、ソネル様がここに！？
いけない――
あまり大きな声を出すとやつらに気づかれてしまうわ",,Harriet,,Harriet,,Harriet
"私は解放軍の戦士、ハリエットよ
魔軍の追っ手から逃げきれなくて、ここに――",,Harriet,,Harriet,,Harriet
"今、私を助けようとすれば
あなたまで見つかってしまう
それに、足を怪我していて動けそうにないの",,Harriet,,Harriet,,Harriet
"ここまで来てくれてありがとう――
あなたとソネル様を信じて
希望を捨てずにがんばってみるから――",,Harriet,,Harriet,,Harriet
"私、助かったのね？
未だに信じられないわ",,Harriet,,Harriet,,Harriet
"大砲がこっちを向いた時
もうダメだって覚悟したけど――",,Harriet,,Harriet,,Harriet
"その後、あなたが櫓の上に立ってアピールしたり
ソネル様が丸ごと大砲で吹き飛ばしたり
信じられないことがたくさん起きたけど――",,Harriet,,Harriet,,Harriet
"今こうして無事にいられることに
感謝してるわ
ありがとう",,Harriet,,Harriet,,Harriet
え、見つかった！？,,Sonel,,Sonel,,Sonel
