old,new,speaker,english,speaker,english,speaker
"もしカレンに会ったら、伝えてほしいんだ
大急ぎで、とびきりの酒を見繕っておいてくれ
――とね！",,Raksha,,Raksha,,Raksha
"久しぶりに “ガクシャ”っぽい仕事をしたから
酷く喉が渇くんだ――
頼んだよ！",,Raksha,,Raksha,,Raksha
"よぉ、覚者さん元気か！
俺は親父共々、侯爵家に世話になっててさ",,Basit,,Basit,,Basit
"<NPC 681>が残したものを漁って、何か他に
悪いことしてないか調べる退屈な生活を送ってんだ
――あ、だからってサボってないぜ
今は自主休憩中なんだっての！",,Basit,,Basit,,Basit
"正直、カネのことを言えば憲兵だった頃の方が
上だけど――
今の方が穏やかな気分だし、こういうのが
地に足が着いた暮らしってことなんだろうな",,Basit,,Basit,,Basit
"そういえば、セムには会ったか？
上の階にいるんだ――せっかくだから
顔だけでも見せて来てやりなよ",,Basit,,Basit,,Basit
"まぁ、覚者さん！
元気にしてた？",,Karen,,Karen,,Karen
"――え？
ガクシャさんから伝言を頼まれたって？",,Karen,,Karen,,Karen
"んもう――
せっかくしばらく断酒できていたっていうのに
覚者さんまで寄越して、仕方のない人ね",,Karen,,Karen,,Karen
"分かったわ、お酒の件は私に任せて
酒場を司るものとして――
なんとかお酒を止めさせてみせるから！",,Karen,,Karen,,Karen
"ところで、最近ガクシャさんだけじゃなくて
<NPC 691>さんまでよくここに来るようになったの
確か侯爵家で働き始めたはずなんだけど――
全く、レジスタンスは仕方のない人ばっかりね！",,Karen,,Karen,,Karen
"ね、ちょうどそこにいるから
良かったら声をかけてきたら？",,Karen,,Karen,,Karen
"最近ガクシャさんだけじゃなくて
<NPC 691>さんまでよくここに来るようになったの
確か侯爵家で働き始めたはずなんだけど――
全く、レジスタンスは仕方のない人ばっかりね！",,Karen,,Karen,,Karen
"ね、ちょうどそこにいるから
良かったら声をかけてきたら？",,Karen,,Karen,,Karen
"そういえば、セムには会ったか？
上の階にいるんだ――せっかくだから、
顔だけでも見せてきてやりなよ",,Basit,,Basit,,Basit
"さーて――
カレンちゃんに言いつけられる前に
仕事に戻るとしようかなっと！",,Basit,,Basit,,Basit
"あれ――覚者さんじゃないですか
どうしたんです？",,Shem,,Shem,,Shem
"あぁ、<NPC 691>さんですか――
ふふ",,Shem,,Shem,,Shem
"あれから、何となくみなさん
酒場の周りに集まることが多くなったんですよ
なんだか、目的が終わっても仲良くできるのって
良いですよね",,Shem,,Shem,,Shem
"あ――覚者さんも、いつでも来てくださいね
編成の仕事だけじゃなくて、おしゃべりにでも！",,Shem,,Shem,,Shem
"なんだかあれから、何となくみなさん
酒場の周りに集まることが多くなったんですよ
なんだか、事件が終わっても仲良くできるのって
良いですよね",,Shem,,Shem,,Shem
"あ――覚者さんも、いつでも来てくださいね
編成の仕事だけじゃなくて、おしゃべりにでも！",,Shem,,Shem,,Shem
お――どうだったんだ？,,Mephis,,Mephis,,Mephis
"はは、カレンやセムにも会ってきたのか
相変わらず元気にやっているみたいで
よかったな",,Mephis,,Mephis,,Mephis
"戦いで忙しいかもしれないが
こうして、たまには仲間に
顔を見せに来てくれよ",,Mephis,,Mephis,,Mephis
――それじゃあ、またな,,Mephis,,Mephis,,Mephis
