old,new,speaker,english,speaker,english,speaker
行かない,Don't go,Carrie,,Carrie,,Carrie
"この辺りのことはよく知らないから
気合い入れてくよ！",,Carrie,,Carrie,,Carrie
"え――
なんか、つまんないなぁ",,Carrie,,Carrie,,Carrie
"じゃあ、このまま
盗賊のアジトに行こっか",,Carrie,,Carrie,,Carrie
"うーん――
あまり食料はとれなかったけど
そろそろ盗賊のアジトへ向かおうか",,Carrie,,Carrie,,Carrie
"次は、別のルートも通ってみたいな！
色んなところで食料探しするの
ちょっとした楽しみなんだ",,Carrie,,Carrie,,Carrie
"魔物に追いかけ回されたけど
隙を見て食料集めといたよ！
さて、ここから先だけど――",,Carrie,,Carrie,,Carrie
"《見通しのいい森》は、魔物が出たとしても
あなたならきっと軽く倒せるんじゃないかな
食料はそんなに無い場所だけど",,Carrie,,Carrie,,Carrie
"《嫌な思い出の湖畔》は――
前に"アイツ"がいたよね？
食料があるとか、そういう問題じゃなく――！",,Carrie,,Carrie,,Carrie
"今、手持ちの食料はこれだけあるけど――
アタシの気持ちも考えたうえで決めてね
進路はあなたに託すよ！",,Carrie,,Carrie,,Carrie
《見通しのいい森》（ふつう）,,Carrie,,Carrie,,Carrie
《嫌な思い出の湖畔》（危険）,,Carrie,,Carrie,,Carrie
"うんうん、実に"賢明な判断"！
気軽にお散歩しながら食料確保できるからね
最高のルートだと思うな",,Carrie,,Carrie,,Carrie
ほら、あなたの気が変わらないうちに行くよ！,,Carrie,,Carrie,,Carrie
"うっ――
食料の量に目がくらんで
この案を出したアタシの負けだわ――",,Carrie,,Carrie,,Carrie
"いや、この案を出したってことは
アタシも食料確保に行きたかったの、かも――
そ、それじゃ、行こうか",,Carrie,,Carrie,,Carrie
"ほら！　ほら！
やっぱり"アイツ"が出たじゃない！",,Carrie,,Carrie,,Carrie
"もう訳わかんなくなって
そこら中に埋めまくっちゃったから
食料どこにいったかわかんないよ！",,Carrie,,Carrie,,Carrie
"――て、あれ？
なんか重たい気がするな、この袋",,Carrie,,Carrie,,Carrie
"ヒッ――入ってる――
なんか、"尻尾"みたいなものが――",,Carrie,,Carrie,,Carrie
"ねぇ！
これって"アイツ"のだよね！？
アタシ、混乱のあまり――
食料埋めた手で"アイツ"の尻尾を！？",,Carrie,,Carrie,,Carrie
"イヤよ！！
アタシこんなの食料だなんて認めな――",,Carrie,,Carrie,,Carrie
"ん――？　いない！
"アイツ"らがいない！　やったぁ！",,Carrie,,Carrie,,Carrie
"しょ、食料探すけど
アタシから絶対離れないでね！",,Carrie,,Carrie,,Carrie
"よ、よし――
最後まで出なかった、"アイツ"
よかった――",,Carrie,,Carrie,,Carrie
"こんなとこ、さっさとおさらばして
檻のところに行こう！
盗賊さんも待ってるし、急ごう！",,Carrie,,Carrie,,Carrie
""秘密のスポット"に到着！
危険と食料が隣り合わせのこの匂い――
何が起きるか分かんないから、全力で行くよ！",,Carrie,,Carrie,,Carrie
"もし魔物が出たら――
限界までは食料探しに粘るけど
危なくなったらここを脱出するからよろしく！",,Carrie,,Carrie,,Carrie
"盗賊のアジト方面に逃げたいから
アタシとブラッドを
そこまで連れてってね！",,Carrie,,Carrie,,Carrie
"では――
"食料大量大作戦"開始！",,Carrie,,Carrie,,Carrie
"キャリーが"盗賊からの変な情報"で
興奮気味だったと聞いたから
嫌な予感がして追いかけてきたんだ",,Brad,,Brad,,Brad
"盗賊のいうような胡散臭い話で
危険な目に合わせるわけにいかないからな",,Brad,,Brad,,Brad
"見たところ、ここはどう考えてもやばい場所だ――
俺と、覚者さんでキャリーのこと守らないとな",,Brad,,Brad,,Brad
"脱出するときは、覚者さんが先導してくれ
後ろは俺が引き受ける",,Brad,,Brad,,Brad
エクストラ頑張った（仮）,,Carrie,,Carrie,,Carrie
"みんな、無事か！
予感が的中したな――
いや、考えていた以上の有様だった",,Brad,,Brad,,Brad
"やっぱり、盗賊の話なんて真に受けても
ロクなことにならないな",,Brad,,Brad,,Brad
"まぁ、当のキャリーは
目を輝かせて食料探しまくってたみたいだが",,Brad,,Brad,,Brad
"とにかく――なんとかなって良かった
覚者さん、ありがとうな",,Brad,,Brad,,Brad
"あー、危ないところだったね
ここってば魔物だらけじゃない！",,Carrie,,Carrie,,Carrie
"確かに食料はたくさんあったけど
命がけになっちゃうね――",,Carrie,,Carrie,,Carrie
"さて、なんとか食料は守りきったし
盗賊のアジトへ行こっか！",,Carrie,,Carrie,,Carrie
"ふぅ！
なんとか盗賊のアジトまでたどり着いたね",,Carrie,,Carrie,,Carrie
"運んできた食料を整理しておくから
スニーカーさんに一声かけてきて！",,Carrie,,Carrie,,Carrie
"本当に、俺ら盗賊に
ここまでしてくださるなんて――
その優しさに視界がぼやけちまいます",,Sunika,,Sunika,,Sunika
"キャリーの姐さんに
「ありがとうございやした！」
と、お伝えくだせぇ！",,Sunika,,Sunika,,Sunika
"え――
スニーカーさんってば
そんなによろこんでくれてたの？",,Carrie,,Carrie,,Carrie
"苦労して運んできた甲斐があったね！
それじゃあ、アタシたちは砦に帰ろっか！",,Carrie,,Carrie,,Carrie
今回は食料を無事運べてよかったね！,,Carrie,,Carrie,,Carrie
"でも、余裕のある状況じゃないから
また食料運搬、手伝ってね！",,Carrie,,Carrie,,Carrie
"うーん、一番安全なルートで来たけど
やっぱり食料はそんなに集まらなかったね――",,Carrie,,Carrie,,Carrie
"檻の中もネズミばっかり！
さすがにこれは食べられないよ――",,Carrie,,Carrie,,Carrie
うん！　そこそこ頑張ったよね！,,Carrie,,Carrie,,Carrie
"檻にも食べられる動物かかってるし！
でかいネズミもいるけどさ――",,Carrie,,Carrie,,Carrie
"見て！　ほら、檻の中！
大好きなブタさんと、でっかい牛まで入ってるよ！",,Carrie,,Carrie,,Carrie
"これはかなりの食料になるね！
困難を乗り越えたアタシたちへのご褒美かな！",,Carrie,,Carrie,,Carrie
あと！　あともうちょっとだけ待って！,,Carrie,,Carrie,,Carrie
よし――いける！　すぐに脱出するよ！,,Carrie,,Carrie,,Carrie
