old,new,speaker,english,speaker,english,speaker
"頭の上が無限に開けてるこの感じ
うん、ちょっと気分がいいかも",,Carrie,,Carrie,,Carrie
"あ――食料探しに出発するけど
準備はいい？",,Carrie,,Carrie,,Carrie
出発しよう,Let's depart,Carrie,,Carrie,,Carrie
ちょっと待ってくれ,Wait a moment,Carrie,,Carrie,,Carrie
それじゃあ食料を探しに行こうかな,,Carrie,,Carrie,,Carrie
"ここからすぐ近くの野原なら
まだ安全そうだから、まずはそこかな？",,Carrie,,Carrie,,Carrie
"じゃあ――アタシ、ここにいるから
準備できたらまた話しかけてね",,Carrie,,Carrie,,Carrie
"うう――あんまり長く待つと
さらにお腹が減っちゃいそうだから
できるだけ早めにお願い",,Carrie,,Carrie,,Carrie
"さてと――
とりあえず――まずは近場で食料探しだね",,Carrie,,Carrie,,Carrie
"このあたりで探してみるよ
魔物もいなさそうだし――多分、大丈夫",,Carrie,,Carrie,,Carrie
"ふぅ――
このあたりにはもう、何もなさそうかな",,Carrie,,Carrie,,Carrie
"こうやって探すと結構あるもんだね
食べられるもの",,Carrie,,Carrie,,Carrie
"もう少し集めたいから
あとちょっとだけ手伝ってほしいな",,Carrie,,Carrie,,Carrie
"次はこの丘で探してみようかな
魔物――いないといいけど――",,Carrie,,Carrie,,Carrie
あーびっくりした！,,Carrie,,Carrie,,Carrie
"食べられる草でもないかって
探すのに必死で、魔物の気配に
ぜんぜん気付けなかった！",,Carrie,,Carrie,,Carrie
"あなたがいてくれなかったら
危ないところだった――
ついてきてくれて、ありがとう！",,Carrie,,Carrie,,Carrie
"――うーん
やっぱり、砦から少し離れると危ないんだね
覚えておかなきゃ",,Carrie,,Carrie,,Carrie
"さ、食料まだ残ってるうちに、帰ろうか
お腹――すいちゃったしね",,Carrie,,Carrie,,Carrie
"ふぅ、アタシもあなたも
無事戻ってこられてよかった！",,Carrie,,Carrie,,Carrie
"ほんと、突然「外に出ろ」なんて言われた時は
どうなることかと思ったよ",,Carrie,,Carrie,,Carrie
"――でも、荒れ果てたこの食堂を見ると
やっぱり気分が滅入ってきちゃうな",,Carrie,,Carrie,,Carrie
"せっかく外に連れ出してくれたのに
こんなこと言ってごめん――
でも、ここを元通りにするなんて
途方もない計画かもって思えて――",,Carrie,,Carrie,,Carrie
"アタシ――この食堂
どうにかできるのかな",,Carrie,,Carrie,,Carrie
今日採ってきた食料を指さす,,Carrie,,Carrie,,Carrie
泥だらけの靴を指さす,,Carrie,,Carrie,,Carrie
"――そうだよね
行動した分だけ、ちゃんと得たものがあるよね",,Carrie,,Carrie,,Carrie
"今日はありがとう
すっごく助かっちゃった
それに、いい気分転換になったみたい",,Carrie,,Carrie,,Carrie
"こうして手伝ってもらえたら
きっとこのガレキだらけの大食堂も
腹ペコのみんなも――",,Carrie,,Carrie,,Carrie
"もっともっと元気にできると思うんだ
だから――",,Carrie,,Carrie,,Carrie
また、手伝ってくれないかな？,,Carrie,,Carrie,,Carrie
"アタシ、料理しかできないけど
力いっぱい作るからさ",,Carrie,,Carrie,,Carrie
"あなたに時間があるとき
また外に連れてってくれると嬉しいなって",,Carrie,,Carrie,,Carrie
う～ん　食べられそうなものは――,,Carrie,,Carrie,,Carrie
何かないかなぁ？,,Carrie,,Carrie,,Carrie
これは食べられそうだね！,,Carrie,,Carrie,,Carrie
ねぇ！,,Carrie,,Carrie,,Carrie
こっち来ないでってば！,,Carrie,,Carrie,,Carrie
