old,new,speaker,english,speaker,english,speaker
"あそこに置いてある荷物を
こっちで分ければいいのね？
みんなも大喜びするわ――ありがとう！",,Andrea,,Andrea,,Andrea
"あそこに置いてある荷物を
こっちで分ければいいのね？
みんなも大喜びするわ――ありがとう",,Andrea,,Andrea,,Andrea
"それじゃあ、あとは<NPC 2802>さんに
お任せすることにして
アタシたちはティネス砦に戻ろうか！",,Carrie,,Carrie,,Carrie
"ピレモスの人たち、きっと喜んでくれたよね！
アタシもなんかこう――達成感というか
自信？　みたいなものが湧いてきちゃった！",,Carrie,,Carrie,,Carrie
"人の力になれるって嬉しいね！
これからピレモスにも十分な量の食料を
備蓄できたらいいな――",,Carrie,,Carrie,,Carrie
"そうだ、ピレモスまで往復して
あなたもおなか減ったんじゃない？
これ――よかったら後で食べて！",,Carrie,,Carrie,,Carrie
こっち、魔物が出たわ！　助けて！,,Carrie,,Carrie,,Carrie
この辺り、何かありそう――,,Carrie,,Carrie,,Carrie
あそこ――誰か倒れてる！？,,Carrie,,Carrie,,Carrie
食料探しに戻っても大丈夫だよね？,,Carrie,,Carrie,,Carrie
うん、この辺りの食料は取り終わったかな！,,Carrie,,Carrie,,Carrie
