old,new,speaker,english,speaker,english,speaker
"《ブタの鳴く丘》は、魔物が出ることはあるけど
あなただったら“朝メシ前”かな！
食料は、あの子たちが食べてるからそんなにないよ！",,Carrie,,Carrie,,Carrie
"《野営地の外れ》は
強い魔物がいるって話だし――覚悟しなきゃ
その分、食料も期待できるけどね！",,Carrie,,Carrie,,Carrie
"うーん、今持ってる食料はこれだけあるけど
どっちがいいかな？",,Carrie,,Carrie,,Carrie
《ブタの鳴く丘》（かんたん）,"""Pig Oinking Hill"" (Easy)",Carrie,,Carrie,,Carrie
《野営地の外れ》（難しい）,"""Camp Outskirts"" (Hard)",Carrie,,Carrie,,Carrie
"無理は禁物だよね！
肝心の食料がなくなっちゃったら
意味がないし！",,Carrie,,Carrie,,Carrie
"よ、よし！
行っちゃうか、そっち！
入れるよ！　気合いとド根性！",,Carrie,,Carrie,,Carrie
"やっぱり手強いねー
この辺の魔物！",,Carrie,,Carrie,,Carrie
"でも、必死で逃げる中
視界をかすめる食料は見逃さなかったけどね！
ほら、そこそこ拾えたし！",,Carrie,,Carrie,,Carrie
"あ、そうそう！
ピレモスに行く前に
檻を見に行かない？",,Carrie,,Carrie,,Carrie
"ローナに罠を仕掛けてもらったからさ
何か捕れてるかもしれないし！",,Carrie,,Carrie,,Carrie
"さてと――
いかにも何か出て来そうな感じだけど
食料探さないと",,Carrie,,Carrie,,Carrie
"あんまり離れないでね！
アタシから！",,Carrie,,Carrie,,Carrie
"このあたりの魔物――やっぱ手強いよね！
食料、無事で良かったぁ",,Carrie,,Carrie,,Carrie
"あ、そうそう！
ピレモスに行く前に
檻を見に行かない？",,Carrie,,Carrie,,Carrie
"ローナに罠を仕掛けてもらったからさ
何か捕れてるかもしれないよ！",,Carrie,,Carrie,,Carrie
"よーし！
今回は食料も十分！",,Carrie,,Carrie,,Carrie
"ねぇねぇ、この勢いで――
“秘密のスポット”行っちゃわない？",,Carrie,,Carrie,,Carrie
行く,Go,Carrie,,Carrie,,Carrie
行かない,Don't go,Carrie,,Carrie,,Carrie
"何が起きるか分からないからね
気合入れて行くよ！",,Carrie,,Carrie,,Carrie
"そっか――
ちょっと残念だけど仕方ないか",,Carrie,,Carrie,,Carrie
"じゃあ、このまま
ピレモスに行こっか！",,Carrie,,Carrie,,Carrie
"うーん――
あまり食料はとれなかったけど
そろそろピレモスへ行こっか",,Carrie,,Carrie,,Carrie
次は、別のルートも通ってみたいな！,,Carrie,,Carrie,,Carrie
"“秘密のスポット”に到着！
ね――食料の匂い、すごいと思わない？
けど、何が起きるか分かんないから全力で行くよ！",,Carrie,,Carrie,,Carrie
"もし魔物が出たら――
限界まで食料探しに粘りたいところだけど
どうしても危なそうだったら、さっさと
脱出するからよろしく！",,Carrie,,Carrie,,Carrie
"逃げる時にはピレモス方面に向かいたいから
アタシとローナを
そこまで連れてってね！",,Carrie,,Carrie,,Carrie
"では――
“食料大量大作戦”開始！",,Carrie,,Carrie,,Carrie
"キャリーがここに来たいって言ってたから
先に準備しといたんだ",,Lorna,,Lorna,,Lorna
"食料の気配を感じてはしゃいでるみたいだけど
――ここって魔物が多いんだよね
このまま平和に終わることを祈るばかりさ",,Lorna,,Lorna,,Lorna
"キャリーは食料探しに集中すると
周りが見えなくなるから
何かあったら私たちで守らないとね",,Lorna,,Lorna,,Lorna
"脱出するときは、覚者さんが
先導してくれるんだっけ？
――ま、しんがりは私に任せて",,Lorna,,Lorna,,Lorna
あと！　あともうちょっとだけ待って！,,Carrie,,Carrie,,Carrie
よし――いける！　すぐに脱出するよ！,,Carrie,,Carrie,,Carrie
"ふぅ――
なんとか魔物どもを振り切れたね",,Lorna,,Lorna,,Lorna
"あれだけの数を前にすると
さすがに生きた心地がしなかったよ",,Lorna,,Lorna,,Lorna
"覚者さんが退路を切り開いてくれなかったら
正直なところ、危なかった――
さすがの腕だね",,Lorna,,Lorna,,Lorna
キャリーを守ってくれてありがとう,,Lorna,,Lorna,,Lorna
"あー、危ないとこだった！
食料はいっぱいあったけど
その分、命がけって感じだったね――",,Carrie,,Carrie,,Carrie
"なんとか食料は守りきったし
ピレモスに行こっか！",,Carrie,,Carrie,,Carrie
"ふぅー
なんとかピレモスまでたどり着いたね",,Carrie,,Carrie,,Carrie
"それじゃ、運んできた食料を整理しておくから
物資管理担当のアンドレアに
一声かけてきてもらっていい？",,Carrie,,Carrie,,Carrie
"こんなところまで
食料を届けに来てくれてありがとう",,Andrea,,Andrea,,Andrea
"今は少しでも助けが欲しい時だから
遠慮せず頼らせてもらうわ",,Andrea,,Andrea,,Andrea
"キャリーにもお礼を言っておいてね
この村には動ける人も少ないから
本当に助かってるって！",,Andrea,,Andrea,,Andrea
"さてと！
無事に食料も渡せたことだし
アタシたちは砦に帰ろっか！",,Carrie,,Carrie,,Carrie
"今回は無事に運べてよかったぁ！
ピレモスの人たちはまだ困ってると思うから
また、手伝ってね！",,Carrie,,Carrie,,Carrie
"うーん、一番安全なルートで来たけど
食料はそんなに集まらなかったね――",,Carrie,,Carrie,,Carrie
"檻の中もネズミばっかりかぁ
――さすがに食べられないよね",,Carrie,,Carrie,,Carrie
"うん！　そこそこ頑張ったよね！
まぁまぁの収穫って感じだわ",,Carrie,,Carrie,,Carrie
"檻にも食べられる動物かかってるし！
でかいネズミもいるけどさ――",,Carrie,,Carrie,,Carrie
"わーっ、見て！　ほら、檻！
ウサギと、鹿まで入ってるよ！",,Carrie,,Carrie,,Carrie
"これはかなりの食料になるね！
困難を乗り越えたアタシたちへの
ご褒美かな！",,Carrie,,Carrie,,Carrie
