old,speaker
"わたし、戦闘には全然慣れていなくて――
ああ、こわい！",Lotta
なんだか気持ちが悪いぞ,Gurdolin
"おまえは平気そうだな
なんだこれは――",Gurdolin
"使役獣に乗ると、揺れで気持ちが
悪くなる人がいるって聞いたけど
隊長はどう？",Lise
さて、ここからどうするんでしょうね,Elliot
もしかして気持ち悪くなったりしてる？,Emine
"そんな時はね、大声で笑ったり歌ったり
騒げばいいのさ
敵に気づかれたらその時はその時だよ",Emine
使役獣の出番はここまでね,Gillian
"ここからは洞窟をくぐって、メガド近くにある
拠点となる場所を目指す",Gillian
そこには小さな石塔があって――,Gillian
"メガドが落城するまでは、王都を守る
警備塔として使われていたのだけれど
今はどうなっているか分からない",Gillian
とにかく先へ進もう,Gillian
"使役獣はここまで
乗り心地はどうだった？",Gillian
"こんなに長く乗ったことは
わたしは初めてだよ",Gillian
"洞窟を抜け
どうなってるか分からねえ石塔を目指すか――",Gurdolin
"まあ、獣の背中で揺られるよりは
ずっといいぜ",Gurdolin
"次は洞窟だって
中、渇いているといいな
湿った洞窟は苦手なんだ",Lise
"使役獣の活用は、レスタニアでも
検討する価値があるかもしれませんね",Elliot
"ふう――
ここにも敵が入り込んでいたか",Gillian
"ぜんぶ片付けてやったけど――
油断はできないね",Gillian
でもまず最初に、ほら、礎を解放してね,Gillian
"ほら、礎の解放だ
忘れたら大ごとだぞ",Gurdolin
"こんなところが勤務地なんて
きっと不人気任務だよね",Lise
"ここが王都攻略の拠点になるわけだ
パッとしねえところだな",Gurdolin
"礎があって良かったよね
使役獣は面白かったけど
一度でじゅうぶん！",Lise
王子の迎えを、エリオットに頼んだんだ,Gillian
"メイロワ将軍も一緒に来るから
全員揃うまで、ここで待とう",Gillian
"ジリアンの父親はわしが選んだ娘婿だ
人を見る目には自信があったのだが――",Meirova
"まあ、戦向きではない、というだけで
好漢ではあった",Meirova
"しかし、全滅したと思っていたこの地に
兵が残っていたとはな
ひょっとすると、あてにできるかもしれん",Meirova
"父は優しかったけれど臆病もので
戦いからはいつも逃げていた",Gillian
"それをあちこちから聞かされて
バカにされて――
そのうち父を嫌うようになったの",Gillian
"でも――
本当は、大事な時には、誰よりも
勇気を振りしぼることができたんだ――",Gillian
"ずっと誤解していたよ
許してくれるかな",Gillian
ネド王子、ちょっと逞しくなった気がします,Elliot
もちろん、身体じゃなくて、心の方ですけどね,Elliot
黒い鎧の騎士かよ――,Gurdolin
"あの黒騎士なのか？
だとしたら――どうしてくれようか",Gurdolin
"隊長、違うよね？
あの黒騎士じゃないよね？
だってアイツは――",Lise
"きびしい戦闘続きで何度も諦めかけたが――
いや、こうなってくると生きる欲が出てきたよ",Yuri
"ジリアンの父上を始めとする多くの犠牲の上で
わたしは生かされている
この命、無駄にはせんぞ",Ross
"皆さんのおかげで無事に拠点が確保
できました",Nedo
"でも、メガドにいるという黒い鎧の騎士は
かなりの強敵のようです",Nedo
"ここは一度、展望城に戻り
作戦を練り直しましょう",Nedo
"でもその前に――
ユーリから報告を受けたのですが
この石塔の地下室に、メガドから逃げ延びた
人達が潜んでいるようです",Nedo
その中にはこの辺りのエリアマスターのドリスも！,Nedo
ドリスには、ぜひ会って、話を聞きましょう,Nedo
拠点の確保は完了しました,Nedo
"ドリスとの挨拶が済んだら
一度、展望城に戻りましょう",Nedo
王子の言う通りだ,Meirova
"メガド攻略となるとそれ相応の
準備が必要だからな",Meirova
"どこから来た？
所属と名を名乗りたまえ",Doris
"ハッ――貴方が覚者様でしたか！
ご無礼をお許しください",Doris
"私はメガド近衛隊副隊長のドリス――
まずは簡単に現状をご報告いたします",Doris
"王都メガドはアッカー家三代当主キリーク様の治世に
計画された城塞都市であります",Doris
"我々近衛隊はメガドおよび王族の方々の護衛を
務めておりました、が――",Doris
"魔軍の襲撃によりメガドはあえなく陥落
近衛隊の大半は今も消息不明、生存した者も
殆どが負傷しています",Doris
"隊長であるベイジルについても王都メガド陥落時より
姿を見た者はおりません
よって、この場では私が指揮をとっております",Doris
"――メガドに竜も王も不在という現状は
おそらく王都が始まって以来の非常事態と言えます
このことがさらなる災いを呼ばねば良いのですが――",Doris
以上、ご質問があれば何なりと,Doris
"ネド王子との無事の再会を、誰よりもいち早く
ベイジル隊長にお伝えしたいところです",Doris
黒騎士を見たか？,Lucas
"俺は長年この仕事をしているが
いやはや――
姿を見たら迷わず逃げた方がいい",Lucas
"――戦闘で脚を負傷してね
敵がここまで来たらもう逃げることもできない",Yumit
"でもいいんだ
ここで君たちの役に立てればね",Yumit
盗賊の時は、メガド潜入は苦労したもんだ,Bertha
"解放軍になっても変わらないなんて
わたしはメガドに嫌われているのかね",Bertha
アッカーシェランに黒騎士が現れたって？,Klaus
ちがう？　どういうこと？,Klaus
"――ああ
黒い鎧の騎士が現れたというだけで
正体はまだ未確認なんだ
そうか、そういうことか",Klaus
"黒騎士が現れたと聞いたぞ？
奴め、生きていたのか？",Joseph
どうなんだ？,Joseph
"アッカーシェランに現れたという
黒い鎧の騎士――",The White Dragon
その者はいったい何者――,The White Dragon
"我らの知る黒騎士であれば
事態は深刻と言わねばなるまい",The White Dragon
覚者たちよ、見極めてくるのだ,The White Dragon
