old,new,speaker,english,speaker,english,speaker
"どうやらここは――
《第一防衛区画》の城門の傍のようだ",,Sonel,,Sonel,,Sonel
"すでに敵陣真っ只中
ここからは慎重に進もう",,Sonel,,Sonel,,Sonel
さ、ボクに付いて来てくれ,,Sonel,,Sonel,,Sonel
"見張りのオークがいるな――
今のところアイツだけだが
見つかったら増援を呼ばれる可能性がある",,Sonel,,Sonel,,Sonel
"ここは、目立たないように一人ずつ移動しよう
キミが先に行って、安全を確認したら
ボクにエモートの＜手招き＞で合図を送ってくれ",,Sonel,,Sonel,,Sonel
"そうだな――
すぐ目の前に篝火が見えるだろ？
まずはそこまで進んでくれ",,Sonel,,Sonel,,Sonel
"そこで合図をくれたら、ボクも移動を開始する
なに、ここは奴らからもほぼ死角だ
練習のつもりでやってくれて大丈夫だ",,Sonel,,Sonel,,Sonel
"ここはから先は
明らかに見張りの視界に入る場所だな
横切るには、タイミングが重要だ",,Sonel,,Sonel,,Sonel
"オークは我々人間より遥かに鼻がいい――
背を向けているからといって安心はできない",,Sonel,,Sonel,,Sonel
"十分離れた位置で立ち止まっていれば
気づかれないはずだ
こちらに振り向く前に、横切ってしまおう",,Sonel,,Sonel,,Sonel
"ボクはここでキミの合図を待つ
さ、気をつけて行ってくれ",,Sonel,,Sonel,,Sonel
"よし、ここまでは順調
地下牢で会った時から只者じゃないと思ってたけど
なかなかの身のこなしだ",,Sonel,,Sonel,,Sonel
"ここは――
立札を見たところ《第一捕虜収容所》のようだ
奴ら、こんなものまで――",,Sonel,,Sonel,,Sonel
"ボクは扉越しに中の様子を探ろう
さっき、ここよりもっと奥にも扉が見えた
キミは先に進んでくれたまえ",,Sonel,,Sonel,,Sonel
"くれぐれも敵の巡回に気をつけてくれ
まぁ、キミなら大丈夫だと思うけどね
ここを調べたら、ボクもすぐに後を追う",,Sonel,,Sonel,,Sonel
"ここまではなんとか辿り着いたね
扉の先は、《集会場》か――
もう少し調べる必要がありそうだな",,Sonel,,Sonel,,Sonel
"さっき調べていた《第一捕虜収容所》だが
今は無人のようだ
何も気配を感じなかった",,Sonel,,Sonel,,Sonel
"となると、次はこの扉の向こう側へ
行きたいわけだが――",,Sonel,,Sonel,,Sonel
"見たまえ！
扉の傍にこれ見よがしに置かれたこのレバー",,Sonel,,Sonel,,Sonel
"“扉とレバー”と言えば、もうお約束のやつさ
これを裏切る方が難しい",,Sonel,,Sonel,,Sonel
"さ、遠慮はいらない
期待を胸に、思いっきりレバーを引きたまえ！",,Sonel,,Sonel,,Sonel
"“扉とレバー”と言えば、もうお約束のやつさ
これを裏切る方が難しい",,Sonel,,Sonel,,Sonel
"さ、遠慮はいらない
期待を胸に、思いっきりレバーを引きたまえ！",,Sonel,,Sonel,,Sonel
"いやぁ、まんまと裏切られたね！
まさか、別の扉が開くとは！",,Sonel,,Sonel,,Sonel
"敵が少なかったから良かったけど
しばらく地下牢生活だったせいか
少々体が鈍っているみたいだ",,Sonel,,Sonel,,Sonel
"今は、あまり長時間の戦闘には
耐えられそうにないな――
多数の敵を相手にするのは危険だ",,Sonel,,Sonel,,Sonel
"それにしても――
キミのレバーの引きっぷりは
なかなかのものだったよ！",,Sonel,,Sonel,,Sonel
"まぁ、どうやらこの扉は
押せば開けられるようだけどね",,Sonel,,Sonel,,Sonel
"この先は《集会場》か――
次はもう少し慎重に行動するとしよう！",,Sonel,,Sonel,,Sonel
"ふぅ――
久々の戦闘はやはり堪えるな",,Sonel,,Sonel,,Sonel
"魔法の威力もいまいちだし
思っていたより体が動かないみたいだ",,Sonel,,Sonel,,Sonel
敵に見つかるのはなるべく避けたいところだね,,Sonel,,Sonel,,Sonel
"扉付近に敵はナシ――と
警備が厳重なのかそうじゃないのか
どうも判断に困るね",,Sonel,,Sonel,,Sonel
"まぁ、今のボクらには
手薄な方が好都合だけど",,Sonel,,Sonel,,Sonel
"この壁の向こうがどうやら広場になっているようだ
近づいて、少し様子を探ってみよう",,Sonel,,Sonel,,Sonel
"広場に複数の見張り――
いや、櫓の上にもいるな
それと、一番奥には歩哨が立つ門――か",,Sonel,,Sonel,,Sonel
"こいつはなかなか厄介だね
思ったより敵の数も多い
ここで見つかれば潜入の続行は不可能だ",,Sonel,,Sonel,,Sonel
"あの奥に見える門――
その向こう側に何があるかは調べておきたい",,Sonel,,Sonel,,Sonel
"なんとか迂回して
あの門に近づければいいのだが――",,Sonel,,Sonel,,Sonel
"キミは回り込めそうな道を探してくれ
ボクは、もう少し広場の様子を確かめたい
心配ない、すぐ後を追うよ",,Sonel,,Sonel,,Sonel
"この先は身を隠せる高さの障害物がない
門番からも見つかってしまう位置だ",,Sonel,,Sonel,,Sonel
必ず、何か手はあるはずだ――,,Sonel,,Sonel,,Sonel
"崖沿いに柵が奥まで続いているな
よし、これならいけそうだ
ちょっと聞いてくれ",,Sonel,,Sonel,,Sonel
"そこに柵が見えるだろう
立ったまま通るには十分な高さはないが――",,Sonel,,Sonel,,Sonel
"エモートの＜伏せる＞を使って
身を低くしたまま移動すれば
なんとか通り抜けられそうだ",,Sonel,,Sonel,,Sonel
"ボクはここで門番の動きを見張っている
キミから先に奥の壁まで進んでくれ",,Sonel,,Sonel,,Sonel
"オークの視点は高いからね
なるべく障害物の影に隠れるようにすれば
見つかりにくいはずだ",,Sonel,,Sonel,,Sonel
"いいかい？
エモートの＜伏せる＞を使って
そのままの姿勢で真っすぐ前進だ",,Sonel,,Sonel,,Sonel
"ボクはここで門番の動きを見張っている
キミから先に奥の壁まで進んでくれ",,Sonel,,Sonel,,Sonel
"オークの視点は高いからね
なるべく障害物の影に隠れるようにすれば
見つかりにくいはずだ",,Sonel,,Sonel,,Sonel
"いいかい？
エモートの＜伏せる＞を使って
そのままの姿勢で真っすぐ前進だ",,Sonel,,Sonel,,Sonel
"ここまではたどり着いたが
これ以上先には進めそうにないな",,Sonel,,Sonel,,Sonel
"――おや？
こんなところにいい感じの隙間があるね
ここから中の様子を探れそうだ",,Sonel,,Sonel,,Sonel
"覗きは趣味ではないのだが
これも作戦のためなのでね
どれどれ――",,Sonel,,Sonel,,Sonel
"うーむ、これは思った以上だな――
悪い方の予感が当たってしまったよ",,Sonel,,Sonel,,Sonel
"数だけじゃない、厄介な魔物も
まだこんなに残っていたとは――",,Sonel,,Sonel,,Sonel
"あまり認めたくはないが
今の展望城を攻めるには十分な戦力だよ
他の区画にも同様の戦力を
温存しているとすれば――だが",,Sonel,,Sonel,,Sonel
"奴らのボスも、それが分かっていて
何か作戦を立てている可能性も考えられる
残党と思って捨て置くのは、あまりにも危険だ",,Sonel,,Sonel,,Sonel
"ここまで潜入して来た甲斐があったよ
キミの助力にも感謝する
一度、城に戻ってこれからの作戦を考えるとしよう",,Sonel,,Sonel,,Sonel
"うわさ通りのいい働きだね
先は長くなりそうだけど、期待してるよ
ここからはボクが指揮を執る
いつでも話しに来てくれよ",,Sonel,,Sonel,,Sonel
"このあたりにレバーがあると思うんだよね。
探してきてくれないかな？（仮）",,Sonel,,Sonel,,Sonel
"不幸中の幸いとでも言うべきか
これ以上敵の増援はないみたいだね",,Sonel,,Sonel,,Sonel
"この先は《集会場》か――
次はもう少し慎重に行動するとしよう！",,Sonel,,Sonel,,Sonel
え、見つかった！？,,Sonel,,Sonel,,Sonel
