old,new,speaker,english,speaker,english,speaker
"先日、前にキャリーから聞いていた
釜戸の修復に使えそうな
<COL ff2600>《粘土質の土》</COL>を手に入れたの",,Andrea,,Andrea,,Andrea
"後で、砦に届くように手配しておくわ
修復に使えるかどうか、一度試してみて！",,Andrea,,Andrea,,Andrea
"――私たちも、いつまでも
ここでくすぶってはいられないわよね",,Andrea,,Andrea,,Andrea
"食べるものを食べて力をつけたら
きっとあなたたちの役に――
この国の復興のために力を尽くすわ",,Andrea,,Andrea,,Andrea
"――本当に、今までありがとう！
おかげでピレモスも飢えずにいられたわ
みんな感謝してるのよ",,Andrea,,Andrea,,Andrea
"しかもあんなに立派な豚まで――
ワクワクするっていうのかしら
こんなに心が躍るなんて、久しぶりだわ",,Andrea,,Andrea,,Andrea
"この状況だから、ピレモスとしては
大したお礼もできないんだけど――",,Andrea,,Andrea,,Andrea
"――私たちも、いつまでも
ここでくすぶってはいられないからね",,Andrea,,Andrea,,Andrea
"食べるものを食べて力をつけたら
きっとあなたたちの役に――
この国の復興のために力を尽くすわ",,Andrea,,Andrea,,Andrea
"ピレモスの人たち
よろこんでくれて良かった！
アタシでも、頑張ればみんなの力になれるんだ！",,Carrie,,Carrie,,Carrie
"ちょっとは褒められそうなことできたかな？
もちろん――ひとりで出来たことじゃないけど",,Carrie,,Carrie,,Carrie
"いま――こうして喜べるのも
あなたが力を貸してくれたおかげ！",,Carrie,,Carrie,,Carrie
"ティネス砦は沢山の人が犠牲になったから
戦えないアタシも、できることをしたかったんだ",,Carrie,,Carrie,,Carrie
"感謝してる！　ホントにありがとう
それじゃティネス砦に戻ろうか",,Carrie,,Carrie,,Carrie
ねぇ――,,Carrie,,Carrie,,Carrie
"なんか、さっき大食堂に戻ってから
視線、感じるんだよね――ずっと",,Carrie,,Carrie,,Carrie
"――誰か、入り込んでる？
ちょっと様子を見てきてもらえない？",,Carrie,,Carrie,,Carrie
"あ――いえ！　その――
あやしいもんじゃありませんぜ",,Sunika,,Sunika,,Sunika
盗賊をつまみ出す,,Sunika,,Sunika,,Sunika
兵士を呼ぶ,,Sunika,,Sunika,,Sunika
"ちょっと――
ちょっと、お待ちを！
確かに俺ぁしがない盗賊でさ",,Sunika,,Sunika,,Sunika
""ベルタの盗賊団"といやぁ
このあたりでは名が知れてるはず",,Sunika,,Sunika,,Sunika
"いや、話を聞いてくだせぇ！
何もここの食料を
盗みに来たわけじゃねぇんです！",,Sunika,,Sunika,,Sunika
"話せば長いんですが
ちょっとワケありでして――",,Sunika,,Sunika,,Sunika
"かいつまんで言うと、食料が――
俺らのアジトの食料が
底を尽きかけてるんでさぁ",,Sunika,,Sunika,,Sunika
"そんなところへ、ある情報筋から
キャリーの姐さんの噂を耳にしましてね
それでここに――",,Sunika,,Sunika,,Sunika
"うわっ、ちょっと待った！
そんな大事にしないで――
落ち着いて――落ち着いて話を聞いてくだせぇ",,Sunika,,Sunika,,Sunika
"話せば長いんですが
ちょっとワケありでして――",,Sunika,,Sunika,,Sunika
"かいつまんで言うと、食料が――
俺らのアジトの食料が
底を尽きかけてるんでさ",,Sunika,,Sunika,,Sunika
"そんなところへ、ある情報筋から
キャリーの姐さんの噂を耳にしましてね",,Sunika,,Sunika,,Sunika
"脚の軽さにはちょいと自信があるもんで
こうしてひとっ走りやってきたってわけです",,Sunika,,Sunika,,Sunika
"俺らが困ってること
どうかキャリーの姐さんに
穏便に伝えてくれませんかね？",,Sunika,,Sunika,,Sunika
"頼みますよ、覚者さん
キャリーの姐さんを驚かせねぇように
穏便に伝えてくれませんかね",,Sunika,,Sunika,,Sunika
"何せ自分はどう見ても盗賊のなりでしょう
盗みに入ったと思われたくねぇんです
――変装してくりゃよかったかな",,Sunika,,Sunika,,Sunika
"なんだ――
視線の主は、ただの盗賊さんかぁ
おばけでもいたらどうしようって思ってたよ",,Carrie,,Carrie,,Carrie
"で、その盗賊さんのアジトは
食料が無くて困ってるわけね――
なるほど、なるほど――",,Carrie,,Carrie,,Carrie
"そういうことなら任せて！
ちょうどピレモスへの食料支援も終わったし
同じ要領で、行き先を変えればいいのよね",,Carrie,,Carrie,,Carrie
"――もちろん、あなたも手伝ってくれるよね
今度は盗賊さんのアジトまで
楽しく食料採取の旅と行こうよ！",,Carrie,,Carrie,,Carrie
"よーし！
こうしちゃいられないね
明日に向けて準備準備っ！",,Carrie,,Carrie,,Carrie
