old,new,speaker,english,speaker,english,speaker
"覚者？
――ナルホド、コノ世界デノ冒険者ッテ訳カ
"アンデッド目撃事件"ノ調査ニ来タ、ダト？",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"ククク――ナルホドナ
イイダロウ、教エテヤロウ",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"俺ハ、ナザリック地下墳墓ノ支配者デアル
不死王アインズ・ウール・ゴウン！
――様ノ創リ出シタ、強化型スケルトン・ウォリアーダ",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"アインズ様ノ崇高ナ目的――ソレハ
色々ナ世界ニスパイヲ送リコミ
情報ヤ資源ヲ集メ、全宇宙ヲ征服スルコト！",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"ククク――ソウ、俺ハ精鋭スケルトンスパイ
コノ自慢ノ知能デ
他ノスケルトンヤ魔物タチヲ、操ッテイタノダ",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"トニカク――ソレヲ邪魔スルッテイウナラ
容赦ハシナイ
貴様ニハ消エテモラオウ！",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"マ――待テ！
待テ、殺スナ！
何ガホシイ、金カ？",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"ソ、ソウダ！
オ前達ハ、金デ動ク冒険者ナンダロ！？
ナラバコウシヨウ、取引ダ！
アインズ様ニ協力スレバ、トビキリノ報酬ヲヤル",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"オ前ノヨウナ"腕自慢"ヲ探シテイタンダ！
サ、サッキノハ、実力ヲ試シテイタノサ
恨ミッコナシダ！",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
協力シテクレルダロウ！？,,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
いやだ,,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
わかった,,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"俺ハアルベド様ニ命ジラレテ
≪禍魂の晶石≫トイウアイテムヲ探シテイル
ソノタメニ多クノアンデッドヲ使ッテ
捜索シテイルンダガ――",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"全ク見ツカランノダ！
ヤハリ脳無シモンスターハ駄目ダナ
骨折リ損モイイトコロダ――",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"ソコデダ、オ前ラノヨウニ脳ミソガアッテ
腕モアル奴ラノ協力ガ必要ナンダ
モットモット、沢山ノナ",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"ダカラ、知ッテイタラ教エテホシイ
オ前ノヨウナ"冒険者ガ集マル場所"へ
連レテイッテクレ",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"フン、酒場カ――ドノ世界デモ人間ドモノ
考エルコトハ一緒ダナ
――アァイヤイヤ、活気ガアッテ良イ所ダネ！",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"ココデ募レバキット、沢山ノ猛者ガ集マルダロウ
オ前、人間ノクセニ――ナカナカ邪悪ジャナイカ！
アインズ様モ　キットオ喜ビニナルダロウ
感謝スルゾ",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"ソウダ、今回ノ駄賃トシテ――良イ物ヲヤロウ
コレハアインズ様ノ騎乗魔獣、ハムスケ様ノ御尊像ダ
コノ身体ニナッテカラ、手慣ラシトシテ作ッテミタ",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"サテト、少シ準備ノ時間ガイルナ――
後デマタ、正式ニ冒険者ノ募集ヲ始メヨウ
オ前モ、良カッタラ――マタ協力シテクレ",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
ヤ、ヤッタァ――！,,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"マ、待テ！　考エ直セ！
トリアエズ――ソノ武器カラ手ヲ離ソウ、ナ？",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"――コノ世界ノ空気ハ随分ト湿ッテイルナ
コウモ腐リヤスクテハ、アンデッド達モ
サゾ暮ラシニクカロウ",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"ア――アノぬいぐるみハ
マダコノ世界ノ気候ニ、ナレナイ頃ニ作ッタカラ
多少粗ガアルカモシレナイガ――
ハムスケ様ノ御尊像ダ、丁重ニ扱エヨ",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"サテト、少シ準備ノ時間ガイルナ――
後デマタ、正式ニ冒険者ノ募集ヲ始メヨウ
オ前モ良カッタラ、マタ協力シテクレ",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
――協力スル気ニナッタンダナ！？,,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
やっぱりいやだ,,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
はい,Yes,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"――ジャアドウスル？
骨ニナルマデ
ココニ居タイノカ？",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
