old,new,speaker,english,speaker,english,speaker
"“相棒”が戻ったのはいいが
やはりまだ体の調子がイマイチだなぁ
魔法にツヤが足りない気がするんだ",,Sonel,,Sonel,,Sonel
"まだ攻略してない扉があるけど
どうする？　隊長",,Sonel,,Sonel,,Sonel
もう少し続ける,Continue a bit more,Sonel,,Sonel,,Sonel
《第二の門》を攻略する,"Capture ""Second Gate""",Sonel,,Sonel,,Sonel
展望城に戻る,Return to the Lookout Castle,Sonel,,Sonel,,Sonel
"分かった、隊長がそう決めたなら
ボクも精一杯付き合うよ",,Sonel,,Sonel,,Sonel
さ、レバーの操作は隊長に任せたよ,,Sonel,,Sonel,,Sonel
"敵への損害はまだ十分とは言えないが
やってみる価値はあるか――",,Sonel,,Sonel,,Sonel
隊長がいるのなら、何とかなるかもしれない,,Sonel,,Sonel,,Sonel
よし、分かった――行こう！,,Sonel,,Sonel,,Sonel
"その意見にはボクも賛成だ
ここにいる魔物は
どうやらこいつらで最後の可能性が高い",,Sonel,,Sonel,,Sonel
"この状況で補充するための余剰戦力を
やつらが確保しているとも思えないし
一体ずつでも確実に数を減らせるはずさ",,Sonel,,Sonel,,Sonel
"さ、見張りのオークが来る前に
城へ戻るとしよう",,Sonel,,Sonel,,Sonel
"隊長！　やったぞ！
３つの扉にいた魔物をすべて片付けた！",,Sonel,,Sonel,,Sonel
"さすがにデカいヤツは苦戦したが――
隊長のおかげでなんとかなったよ",,Sonel,,Sonel,,Sonel
"状況から見て、ここに新たな魔物が補充される
ことは考えにくい。
《隔離兵舎》は攻略したと考えていいだろう",,Sonel,,Sonel,,Sonel
"これで奴らにそれなりの損害は与えたはずだ
このまま《第二の門》へ突入する選択肢もあるが
どうする？",,Sonel,,Sonel,,Sonel
《第二の門》を攻略する,"Capture ""Second Gate""",Sonel,,Sonel,,Sonel
展望城に戻る,Return to the Lookout Castle,Sonel,,Sonel,,Sonel
"その意見にはボクも賛成だ
敵は確実に弱体化している――
焦ることはないさ",,Sonel,,Sonel,,Sonel
"さ、見張りのオークが来る前に
城へ戻るとしよう",,Sonel,,Sonel,,Sonel
"すごいぞ隊長！
まさか、この戦力差をひっくり返せるとは！",,Sonel,,Sonel,,Sonel
"情けないが、ボクのツヤのない魔法は
ほとんど役に立たなかった――",,Sonel,,Sonel,,Sonel
"この勝利は、隊長の力あってこそだ
本当に感謝している",,Sonel,,Sonel,,Sonel
"この劇的な勝利を皆に報告したい！
さぁ、展望城へ帰ろう！",,Sonel,,Sonel,,Sonel
"敵の戦力はまだまだ健在のようだが
《隔離兵舎》を攻略すれば
確実に弱体化できるはずさ",,Sonel,,Sonel,,Sonel
"成果を焦ることはない――
作戦とは、時に忍耐力が試されるものさ",,Sonel,,Sonel,,Sonel
"隊長が力を貸してくれる限り
必ず道は開けると信じているよ",,Sonel,,Sonel,,Sonel
"《第二の門》での隊長の活躍を話したら
みんな驚いていたよ",,Sonel,,Sonel,,Sonel
"お世辞でもなんでもなく
これはまさに偉業さ
並みの者では決して成し得ないことだ",,Sonel,,Sonel,,Sonel
"正直な話、奴らを目の当たりにした時
ほんの少し帰ろうかと思ったくらいさ！
ほんの少しね！",,Sonel,,Sonel,,Sonel
"これで《第二防衛区画》の奪還もほぼ確実
残るは《最終防衛区画》のみ！",,Sonel,,Sonel,,Sonel
