old,new,speaker,english,speaker,english,speaker
"おや覚者さま、いらっしゃいませ！
何かお求めでしょうか？",,Erudoan,,Erudoan,,Erudoan
"――おお、なんと
覚者さまも侯爵さまに
ご協力なさっているのですね！",,Erudoan,,Erudoan,,Erudoan
"それでは、侯爵さまにご注文いただいた
資材の配達をお願いいたします",,Erudoan,,Erudoan,,Erudoan
"用意した資材は裏通りの方に
置き場を作ってあるんです
実は、大きな声では言えないのですが――",,Erudoan,,Erudoan,,Erudoan
"あの辺りはあまり治安が良くなくて
店の者も近寄りたがらず、困っていたのです
――でも、このアッカーに敵なしの覚者さまを
狙う者などいるはずがございません！",,Erudoan,,Erudoan,,Erudoan
"という訳で――
すみませんが、資材を取りに行くところから
頼まれていただけないでしょうか",,Erudoan,,Erudoan,,Erudoan
"用意した資材は裏通りの方に
置き場を作ってあるんです
実は、大きな声では言えないのですが――",,Erudoan,,Erudoan,,Erudoan
"あの辺りはあまり治安が良くなくて
店の者も近寄りたがらず、困っていたのです
――でも、このアッカーに敵なしの覚者さまを
狙う者などいるはずがございません！",,Erudoan,,Erudoan,,Erudoan
"という訳で――
すみませんが、資材を取りに行くところから
頼まれていただけないでしょうか",,Erudoan,,Erudoan,,Erudoan
"おお、あんたか！
武具の強化にきたのか？",,Suleiman,,Suleiman,,Suleiman
"――あぁ、クルト侯爵の手伝いをしとるのか！
精が出るのぉ！
こちらも、集めた職人はもう全員
侯爵邸へ向かわせたぞ！",,Suleiman,,Suleiman,,Suleiman
"ただな、うっかり者が一人おって
前の仕事現場に “ノミ” を
忘れたそうなんだ
あれがなければ完璧な仕事はできん――",,Suleiman,,Suleiman,,Suleiman
"しかも、忘れた場所がよりにもよって
ゴロツキの多い危険な辺りでな――
一人では取りに戻れんらしい",,Suleiman,,Suleiman,,Suleiman
"あんたには手間をかけて悪いが
侯爵の屋敷へ戻るついでに
ノミを回収してきてくれんか？",,Suleiman,,Suleiman,,Suleiman
"あんたには手間をかけて悪いが
侯爵の屋敷へ戻るついでに
ノミを回収してきてくれんか？",,Suleiman,,Suleiman,,Suleiman
"メガドがオークに占領されている間
我々が少しでも生き永らえるよう、オークと
交渉してくださったのは<NPC 681>様
我々は少しでも恩返しせねばならん",,Suleiman,,Suleiman,,Suleiman
"仕事ができない職人を侯爵の元に
派遣する訳にはいかんのだ
屋敷へ報告に戻るついでで良い――頼んだぞ",,Suleiman,,Suleiman,,Suleiman
"――<NPC 681>さまはクルト家のご当主
王家から執政を一任されている",,Suleiman,,Suleiman,,Suleiman
"メガドがオークに占領されている間
我々が少しでも生き永らえるよう
危険も顧みず
取り計らってくださったのじゃ",,Suleiman,,Suleiman,,Suleiman
"我々は少しでも恩返しせねばならん
――侯爵様にもよろしくお伝えしとくれ",,Suleiman,,Suleiman,,Suleiman
"あなた、メフィスさんの知り合いでしょ
僕らの縄張りに何しに来たの？",,Child,,Child,,Child
"――あぁ、この邪魔なガラクタを
取りに来てくれたんだね
たまにこうやって物置代わりにされるから
迷惑してるのさ",,Child,,Child,,Child
"だから僕たちは毎日、こうして
みんなで手分けして、縄張り内を見張ってるんだ
――この辺りは、みんな僕らの縄張りだよ",,Child,,Child,,Child
"僕らの縄張りで起こったことで
何か知りたいことがあるなら、何でも聞いてよ
夜なら仲間たちも集まってるからさ",,Child,,Child,,Child
"――<NPC 691>？
さすがに名前ではわからないけど
怪しい奴を見た、って僕の仲間が言ってたなぁ",,Child,,Child,,Child
"彼なら夜、ここに集まる予定だから
その時にまたおいでよ",,Child,,Child,,Child
"さぁ早く、その邪魔なガラクタを持っていってよ
そこは僕らの寝床なんだ",,Child,,Child,,Child
"――<NPC 691>？
誰だか知らないけど、何か知りたいことが
あるのならまた夜に来てよ",,Child,,Child,,Child
"夜になったら、仲間たちが集まるから
そこで聞いてみるといいよ",,Child,,Child,,Child
"この子は何か知っていそうだ！
《諜報活動》中に立ち寄ってみようか――",,Child,,Child,,Child
"――なるほど
覚者殿のお力で、資材も職人も
無事に集まりそうですな",,Navido,,Navido,,Navido
"なんとお礼をしたら良いものか！
やはり覚者殿にお願いして正解でした
――ところで",,Navido,,Navido,,Navido
"道中、誤って覚者殿を襲った者達ですが
彼らは《憲兵隊》と言いまして
私が個人的に所有する治安維持部隊です",,Navido,,Navido,,Navido
"彼らが働いた酷い無礼については――
――厳しい処罰を与えておきます
客人に刃を向けるとは許せませんな
失敬にもほどがある",,Navido,,Navido,,Navido
"――――
さて覚者殿、もしよろしければ
これからも我が執政業務の手伝いを
お願いできませんかな？",,Navido,,Navido,,Navido
"オークから奪い返したばかりのこの街
――まだまだ多くの混乱が残ります
ぜひ、ご一考くださいませ",,Navido,,Navido,,Navido
"――おっと
引き止めてしまい申し訳ない
お帰りならばお送りいたしましょう",,Navido,,Navido,,Navido
――――――,,Navido,,Navido,,Navido
"エニス、エニス！
お客人がお帰りだ！
――送迎の用意を！！",,Navido,,Navido,,Navido
――――,,Mephis,,Mephis,,Mephis
"――――
――",,Mephis,,Mephis,,Mephis
"まんまと<NPC 681>の懐に
潜入できたという訳か
一日目にしては上出来だ",,Mephis,,Mephis,,Mephis
"しかし《憲兵隊》――
覚者にまで刃を向けるとはな
しつけのなっていないイヌは厄介だ
これからも、障害となる可能性は高いな",,Mephis,,Mephis,,Mephis
"よし、引き続き<NPC 681>の元で
情報を集め続けてくれ",,Mephis,,Mephis,,Mephis
"――くれぐれも
レジスタンスのことは口外するなよ",,Mephis,,Mephis,,Mephis
