old,new,speaker,english,speaker,english,speaker
"ね、あなた、追い払ってきてくれない？
――いいじゃないの、どうせ<NPC 698>から
対価はもらうんでしょう？
あたしはここで待っているから、お願いね",,Lady of the Night,,Lady of the Night,,Lady of the Night
"この先にある広場に用事があるんだけどね
憲兵がたむろしていて困っていたのよ
いついなくなるかも分からないし――",,Lady of the Night,,Lady of the Night,,Lady of the Night
ね、あなた、追い払ってきてくれない？,,Lady of the Night,,Lady of the Night,,Lady of the Night
"どうせ<NPC 698>に言われて来たんでしょ
――あたしの手伝いが嫌なら
他を当たったらどう？",,Lady of the Night,,Lady of the Night,,Lady of the Night
"――あれ？
あんたの顔、どこかで見たことあるんだよなぁ
もしかして有名人？",,Thug,,Thug,,Thug
"あ、そうそう、ところで見てたぜ！
あんたがジョウホウヤと話してるところ
どうせ、仕事の手伝いをさせられてんだろ？",,Thug,,Thug,,Thug
"ちょうど良かった、あんたみたいな
戦士の手を借りたかったんだよ！
オレ、この先の井戸に用があるんだけど
気色の悪い野犬がたむろしてて困ってんだ",,Thug,,Thug,,Thug
"なぁ、ちょっくら行って
追い払ってきてくれないか？",,Thug,,Thug,,Thug
"ちょうど良かった、あんたみたいな
戦士の手を借りたかったんだよ！",,Drunkard,,Drunkard,,Drunkard
"オレ、この先の井戸に用があるんだけど
気色の悪い野犬がたむろしてて困ってんだ",,Drunkard,,Drunkard,,Drunkard
"オレを手伝うために来てくれたんだろ？
なぁ、ちょっくら行って
追い払ってきてくれないか？",,Drunkard,,Drunkard,,Drunkard
"まぁ、無理にとは言わないけど――
他の奴らを手伝うことにしても
オレは恨んだりしねえよ",,Drunkard,,Drunkard,,Drunkard
"――どうしよう
どうしよう、どうしよう――",,Child,,Child,,Child
"<NPC 698>から採ってくるのを
おねがいされた大切なお花を
どこかに落としちゃった――",,Child,,Child,,Child
"――さがすのお手伝いしてくれるの！？
ありがとう！",,Child,,Child,,Child
"あのね、キラキラしててとってもキレイだから
きっとすぐ見つけられるとおもうよ",,Child,,Child,,Child
"<NPC 698>から採ってくるのを
おねがいされた大切なお花を
どこかに落としちゃった――",,Child,,Child,,Child
"あのね、キラキラしててとってもキレイだから
きっとすぐ見つけられるとおもうよ",,Child,,Child,,Child
"あ、でももしお手伝いがいやになっちゃったら
他のところに行ってもだいじょうぶだからね",,Child,,Child,,Child
"わぁ――本当に見つけてきてくれたんだね
ありがとう！",,Child,,Child,,Child
"これ、僕たちみんなで
がんばって探したものだったから
失くすとみんな悲しんじゃうところだったよ",,Child,,Child,,Child
"あのね、本当はないしょなんだけど――
ジョウホウヤって前はお医者さんだったんだって
このお花が、お薬になるのかなぁ？",,Child,,Child,,Child
"あーん助かったわ、ありがとね！
ねぇ、ジョウホウヤのところに戻るの？",,Lady of the Night,,Lady of the Night,,Lady of the Night
"ここだけの話、<NPC 698>には
気を付けた方が良いわよ
昔は王国軍の精鋭諜報員だったとか――
なんてウワサよ、ウ・ワ・サ！",,Lady of the Night,,Lady of the Night,,Lady of the Night
"ここだけの話、ジョウホウヤって
なかなか太っ腹なのよね――",,Lady of the Night,,Lady of the Night,,Lady of the Night
"でも、だからってずっと使いっ走りで
終わる気はさらさらないの
あたし――メガドでビッグになってみせるわ",,Lady of the Night,,Lady of the Night,,Lady of the Night
"そういえば、あんたのこと思い出したよ！
よそから来て、メガドを取り返したっていう
覚者さんだろ？
すげぇ、握手してくれないか？",,Drunkard,,Drunkard,,Drunkard
"――あぁ、そうだった
野犬どもを追い払って来てくれたのか？
ありがとな、これでジョウホウヤに
どやされずに済むぜ",,Drunkard,,Drunkard,,Drunkard
"お返しって訳じゃないんだけどよ――
<NPC 698>は昔、正体を知る者は必ず消す
凄腕暗殺者だったって噂だぜ",,Drunkard,,Drunkard,,Drunkard
"まー、酒飲みながら聞いた話だから
ホントか嘘か、夢か幻か――よくわかんねえけどな",,Drunkard,,Drunkard,,Drunkard
井戸にどんな用かって？,,Drunkard,,Drunkard,,Drunkard
"おいおい――
それはいくら覚者さんでも言えねえよ
けど、永遠に葬りたいもんがあれば
オレに言いな",,Drunkard,,Drunkard,,Drunkard
"――ふぁぁ
ねむいけど、がんばったら
<NPC 698>がほめてくれるかなぁ",,Child,,Child,,Child
こんなものか――さぁ、<NPC 698>に報告しよう,,Mephis,,Mephis,,Mephis
片付けたぞ、さっきの男に報告しよう,,Mephis,,Mephis,,Mephis
片付けたか、さっきの女に報告しよう,,Mephis,,Mephis,,Mephis
これか？　さぁ、さっきの子供に報告だ,,Mephis,,Mephis,,Mephis
"ゴロツキか――あまり期待はできないが
　　　　　会いに行ってみるか",,Mephis,,Mephis,,Mephis
"その男がジョウホウヤの言っていた人物か
　　　　　覚者、話しかけてみよう",,Mephis,,Mephis,,Mephis
"誰かのヒソヒソ話が聞こえるぞ
　　　　　物陰に隠れて聞いてみよう",,Mephis,,Mephis,,Mephis
あの男に、詳しく話を聞いてみるか,,Mephis,,Mephis,,Mephis
お前、見ない顔だな？,,Thug Leader,,Thug Leader,,Thug Leader
は、はい、最近メガドに流れ着きまして,,Thug,,Thug,,Thug
だったら、ここに名前と住所を書いてくれ,,Thug Leader,,Thug Leader,,Thug Leader
え？　は、はい――,,Thug,,Thug,,Thug
新入りには連絡先を書いてもらってる,,Thug Leader,,Thug Leader,,Thug Leader
"――これでいいですか？
　　　　　それじゃ、失礼します",,Thug,,Thug,,Thug
誰か立ち聞きしてるのか！？,,Thug Leader,,Thug Leader,,Thug Leader
――気のせいか,,Thug Leader,,Thug Leader,,Thug Leader
"誰だか知らんが、ジロジロ見るな
用があるならまた後でにしてくれ",,Thug Leader,,Thug Leader,,Thug Leader
"おい、なんだてめえ
ジロジロ見てんじゃねーぞ！",,Thug,,Thug,,Thug
"あ？　なんだてめえ
――ん？",,Thug Leader,,Thug Leader,,Thug Leader
"あれ――よく見たらあんた、メガドを解放した
英雄って話の覚者さんじゃないか！？
俺、メガドを愛してるからさ――
あんたのこと尊敬してるんだよ！",,Thug Leader,,Thug Leader,,Thug Leader
"いやぁそうなら最初から言ってくれよ！
暗いからさ、顔がよく見えないんだよ
ところで、何か用かい？",,Thug Leader,,Thug Leader,,Thug Leader
"――<NPC 691>？
聞いたことねえ名前だな
うん、絶対この辺りの奴じゃねえ
俺は一度聞いた名は絶対に忘れねえんだ",,Thug Leader,,Thug Leader,,Thug Leader
"それにほら、この名簿を見てくれ！
この辺りのやつらの名前と住所が書いてあるんだが
<NPC 691>なんて名前絶対に載ってないはずだ",,Thug Leader,,Thug Leader,,Thug Leader
"――最近あちこち憲兵だらけで物騒だろ
夜の住民は消えても気付かれにくいから
名簿でも作って自警しておかないとな",,Thug Leader,,Thug Leader,,Thug Leader
"でも覚者さんが必要だってんなら
これ、貸してやるよ！",,Thug Leader,,Thug Leader,,Thug Leader
"わざわざ礼をしにきたのかい？
律儀だねェ、これがあたしの商売なんだから
気にしないでいいのさ――",,Johoya,,Johoya,,Johoya
"それよりも、カレンちゃんには挨拶したかい？
この子はしっかり者な上、あたしらみたいのにも
声をかけてくれる優しい子なのさ",,Johoya,,Johoya,,Johoya
"それに――覚者さん、あんたらと
気が合うかもしれないねェ",,Johoya,,Johoya,,Johoya
"あなたどこかで――あ！
メガドを解放してくれた覚者さん
それに、メフィスさんも一緒じゃない！",,Karen,,Karen,,Karen
"こんな時間にどうしたの？
――あぁ、私はよく仕事終わりにこうして
<NPC 698>さんの話を聞きに来るの
本当は危ないから止めた方がいいんだけど",,Karen,,Karen,,Karen
"だって、憲兵さんに怪しまれると
色々面倒でしょう？",,Karen,,Karen,,Karen
"自由な市民を守るはずの人たちなのに
逆に自由を縛られるのって、なんか変――
それを指示してる侯爵様もね",,Karen,,Karen,,Karen
"――あ！
引き止めちゃってごめんなさい
それじゃ、気を付けてね",,Karen,,Karen,,Karen
"あの――さっきの話は内緒にしてね
憲兵さんに伝わると、捕まっちゃうし――",,Karen,,Karen,,Karen
ところで、何か用？,,Karen,,Karen,,Karen
レジスタンスに協力してほしい,I want you to cooperate with the resistance,Karen,,Karen,,Karen
なんでもない,Nothing,Karen,,Karen,,Karen
えっ――れじすたんす？,,Karen,,Karen,,Karen
ええっ――侯爵様を？,,Karen,,Karen,,Karen
えええっ――あなたたちだけで！？,,Karen,,Karen,,Karen
"だけど――そんな大それた活動
私に務まるかしら？
私なんて、ただの酒場の店員だし――",,Karen,,Karen,,Karen
"でも、今の状況を変える可能性があるなら
――うん、そうね
私にできることは、手伝いたい",,Karen,,Karen,,Karen
"決めたわ
私、あなたたちの仲間になる！",,Karen,,Karen,,Karen
"できることは、掃除や洗濯、料理
あとは――みんなを励ますことくらいだけど
これから、よろしくね！",,Karen,,Karen,,Karen
"なんだか大変そうね――
私にできることならなんでも言って",,Karen,,Karen,,Karen
"大丈夫、憲兵には
気付かれないようにするから！
こう見えて、結構口は堅いのよ",,Karen,,Karen,,Karen
"オークから解放されたのに、今度は
人間に自由を縛られるなんて――
それを変えるためなら、私協力するわ",,Karen,,Karen,,Karen
"大丈夫、憲兵には
気付かれないようにするから！
こう見えて、結構口は堅いのよ",,Karen,,Karen,,Karen
"覚者、少しいいか――
話がある",,Mephis,,Mephis,,Mephis
"覚者――レジスタンスは人手が足りない
今のところ、セムと俺たちしか残っていないんだ
これでは市民に紛れ情報を集めることすらできない",,Mephis,,Mephis,,Mephis
"つまり、だ――同じ志を持つ仲間は
喉から手が出るほど欲しいんだ
――何が言いたいか、わかるか？",,Mephis,,Mephis,,Mephis
"この<NPC 3264>とかいう女――
戦闘能力は無いが、人当たりも良く顔が広そうだ
仲間に誘ってみて損は無いぞ",,Mephis,,Mephis,,Mephis
"覚者さん、渡したリスト――
役に立ててくれよな！",,Thug Leader,,Thug Leader,,Thug Leader
まだ何かあるのかい？,,Johoya,,Johoya,,Johoya
"あぁ――それじゃこれも何かの縁だ
良いことを教えてやろう",,Johoya,,Johoya,,Johoya
"あたしはメフィスと同じ施設の出なんだけどね
――メフィスのヤツには気をつけな",,Johoya,,Johoya,,Johoya
"アイツは相当根に持つタイプだ――
うっかり恨みを買わないようにね！",,Johoya,,Johoya,,Johoya
"尋問に使えそうな《証拠》は入手したな
新しい証拠は、できるだけ早いうちに
それがどのようなものか確認しておくと良いぞ",,Mephis,,Mephis,,Mephis
"それと、次回からは舵取りを任せることになるが
<COL ff2600>任務を終了する時は、俺に言ってくれ</COL>",,Mephis,,Mephis,,Mephis
"俺たちは一蓮托生だ――
くれぐれも、覚者の力でどこかへ飛んだりは
しないでくれよ",,Mephis,,Mephis,,Mephis
"さて、それじゃあそろそろ
集会所に戻るとしようか――",,Mephis,,Mephis,,Mephis
もう戻る,Return now,Mephis,,Mephis,,Mephis
まだ戻らない,Don't return yet,Mephis,,Mephis,,Mephis
"新しい《証拠》を入手したぞ！
ジョウホウヤに一応礼をしに行こう",,Mephis,,Mephis,,Mephis
"これで条件は満たした――
　　　　　<NPC 698>のところに戻ろう",,Mephis,,Mephis,,Mephis
覚者、少しいいか？　話がある――,,Mephis,,Mephis,,Mephis
"よし、これで《諜報活動》がどういうものか
大方は分かってもらえたか？",,Mephis,,Mephis,,Mephis
"《諜報活動》は、一日にしてならず――
《尋問》や《潜入調査》もあわせて
繰り返しながら進めていくものだ
徐々に慣れて行けばいい",,Mephis,,Mephis,,Mephis
"――協力、感謝する
また明日からもよろしく頼む",,Mephis,,Mephis,,Mephis
"あら、こんばんは
あなたもジョウホウヤさんのお知り合い？",,Karen,,Karen,,Karen
