old,new,speaker,english,speaker,english,speaker
"<NPC 681>の話を信じるなら、<NPC 586>が
抜け出したのはオークと密談するためと
考えられるが――
なぜオークは取引相手を襲ったんだ？",,Mephis,,Mephis,,Mephis
"――ともかく、唯一の手がかりである
<NPC 586>は死んだ
あと少しでオークとの癒着の証拠を押さえられたが
残念ながら目撃者はもう全て――",,Mephis,,Mephis,,Mephis
――――いや、待てよ,,Mephis,,Mephis,,Mephis
"全てじゃない――
情報を持っているのは、なにも
人間だけじゃない",,Mephis,,Mephis,,Mephis
フフ、フフフフ――,,Mephis,,Mephis,,Mephis
"――覚者、俺は集会所までなんとかして
そのオークを運んでいく",,Mephis,,Mephis,,Mephis
"お前は、<NPC 681>に報告に行ってくれ
<NPC 586>が死んだことだけ伝えるんだ――
俺たちがオークを捕えたことは、伏せるんだぞ",,Mephis,,Mephis,,Mephis
"覚者、俺は集会所までなんとかして
そのオークを運んでいく",,Mephis,,Mephis,,Mephis
"お前は、<NPC 681>に報告に行け
<NPC 586>が死んだことだけ伝えるんだ――
俺たちがオークを捕えたことは、伏せるんだぞ",,Mephis,,Mephis,,Mephis
"手かがりは今、それしかないんだ
オークと、あの距離で対話するなんて
ゾッとするが――
やるだけ、やってみよう",,Mephis,,Mephis,,Mephis
"――――
――",,Navido,,Navido,,Navido
なんと――――,,Navido,,Navido,,Navido
"<NPC 586>がそんなことに――
なんということです――あぁ
言葉もでません",,Navido,,Navido,,Navido
"<NPC 586>は――父の代、兄の代から
仕えてくれていた家令なのです
そんな男が、オークとの密談なんて
――信じられません",,Navido,,Navido,,Navido
"悪事を行う者には必ず報いがある――
ということでしょうか
<NPC 586>よ――哀れな男です",,Navido,,Navido,,Navido
"覚者殿――
どうか、この件はご内密にお願いできますかな",,Navido,,Navido,,Navido
"主として、しもべの不始末は
いずれ必ず責任を取るつもりです
しかし今のメガドには、揺るがぬ大黒柱が
必要なのです――",,Navido,,Navido,,Navido
――――,,Navido,,Navido,,Navido
"――あぁ、お帰りですかな
お送りいたしましょう
エニス、エニ――",,Navido,,Navido,,Navido
"――オホン
失礼いたしました、私がお送りしましょう",,Navido,,Navido,,Navido
"――――
――フン",,Mephis,,Mephis,,Mephis
"これでまんまと、哀れな<NPC 586>に
罪を押し付けた訳か
覚者、まさか――
<NPC 681>を信じてはないだろうな？",,Mephis,,Mephis,,Mephis
"――――覚者、<NPC 681>を信用するな
アイツは毒蛇のような男だ",,Mephis,,Mephis,,Mephis
"<NPC 681>には兄がいた――
先代のクルト家当主、エミル様だ",,Mephis,,Mephis,,Mephis
"エミル様は弱者に優しく、人々に慕われていた
救済に力を注ぐことは、一部の支配層からは
不評だったようだが――
<NPC 681>もそのうちの一人だ",,Mephis,,Mephis,,Mephis
"そのエミル様は、10年前お亡くなりになった
――原因不明の急死だ",,Mephis,,Mephis,,Mephis
"跡を継いだ<NPC 681>は、エミル様の遺した
功績や形見をほとんど葬り――
メガドを奴の望むような王都に発展させたんだ",,Mephis,,Mephis,,Mephis
"<NPC 681>は自分の信じる道のためなら
どんな物でも利用するし
どんな障害であっても必ず排除する――
――たとえ、唯一の肉親であってもな",,Mephis,,Mephis,,Mephis
"覚者、惑わされるな
お前だけが頼りなんだ――",,Mephis,,Mephis,,Mephis
