old,new,english,speaker
キャンセル,Cancel,,0
"門のような意匠がある
わずかに不思議な気配を感じる――","It seems to have a design similar to a gate.
It makes you feel slightly strange...",,0
"――扉は閉ざされている――
メンバー全員が集まらなければ
この先へは進めません
メンバーを招集しますか？","The door is closed.
You can proceed ahead if you gather the party.
Do you want to begin gathering party?",,0
はい,Yes,,0
いいえ,No,,0
"――扉は閉ざされている――
リーダーアクションがなければ
この先へは進めません","The door is closed.
Cannot proceed ahead without the leader.",,0
"扉を開き先へ向かいますか？
（全メンバーが準備完了しました）","Do you want to go through the door?
(Party Ready)",,0
はい,Yes,,0
いいえ（パーティー招集中止）,No (stop gathering party),,0
"鍵を使用して扉を開きますか？
（全メンバーが準備完了しました）","Do you want to open the door using the key?
(Party Ready)",,0
はい,Yes,,0
いいえ,No,,0
"扉は固く閉ざされており
開きそうにない","The door is firmly shut.
Unlikely to be opened.",,0
"特定のコンテンツ中は
この先に移動できません",Cannot skip during certain scenes,,0
残り時間が追加されました,Remaining time added,,0
"鍵がかかっている――
開くには<COL ffdc78>《未来の装飾鍵》</COL>が必要だ","It is locked.
<COL ffdc78>""未来の装飾鍵""</COL> is needed to open.",,0
"鍵がかかっている――
開くには<COL ffdc78>《竜力の鍵》</COL>が必要だ","It is locked.
<COL ffdc78>""Key of Dragon Force""</COL> is needed to open.",,0
"鍵がかかっている――
開くには<COL ffdc78>《昌石の鍵》</COL>が必要だ","It is locked.
<COL ffdc78>""Key of Gemstones""</COL> is needed to open.",,0
"鍵がかかっている――
開くには<COL ffdc78>《財宝の鍵》</COL>が必要だ","It is locked.
<COL ffdc78>""Key of Treasures""</COL> is needed to open.",,0
"鍵がかかっている――
開くには<COL ffdc78>《宝飾の鍵》</COL>が必要だ","It is locked.
<COL ffdc78>""Key of Jewelry""</COL> is needed to open.",,0
白竜杯に参加可能になりました,You can now participate in the White Dragon Cup.,,0
"鍵がかかっている――
解放には<COL ffdc78>《宝飾の鍵》</COL>が必要だ","It is locked.
<COL ffdc78>""Key of Jewelry""</COL> is needed to release.",,0
"<COL ffdc78>敵との戦闘で一度も死亡状態になりませんでした
クリア時のボーナス報酬が多くなります</COL>",<COL ffdc78>Never went into a death state in combat! More bonus rewards for clearing</COL>,,0
"<COL ffdc78>パーティーメンバーが死亡状態になりました
クリア時のボーナス報酬が下がります</COL>",<COL ffdc78>Party member is now dead. Bonus reward for clearing will be lowered</COL>.,,0
"<COL ffdc78>胞子の広がりを阻止――！
クリア時のボーナス報酬が追加されます</COL>",<COL ffdc78>Stopped the spread of spores! Additional bonus rewards for clearing the site</COL>,,0
敵はあわてて逃げ出した！,The enemy panicked and ran away!,,0
胞子が集まり始めている――,Spores are starting to gather,,0
汚染植物が出現――！,Infected plants have appeared!,,0
"胞子の広がりを阻止――
クリア時のボーナス報酬が追加！","Prevent the spread of spores!
Bonus reward is added!",,0
隠れていた魔物が姿を現した――！,The hidden monster has appeared!,,0
"傷ついた魔物の痕跡は、
住処へと続いているようだ――","There are traces from the wounded monster
It seems to lead towards its den.",,0
救助対象が疲れてきたようだ――,Your rescue target seems to be getting tired...,,0
救助対象はかなり辛そうだ――,Your rescue target seems to be struggling...,,0
救助対象が戦線離脱した――,Your rescue target has left the battlefield...,,0
"<COL ffdc78>迅速な救助に成功しました
クリア時のボーナス報酬が追加されます</COL>","<COL ffdc78>Quick Rescue successful!
Bonus Rewards gained!</COL>",,0
"<COL ffdc78>迅速な救助に失敗しました
クリア時のボーナス報酬は追加されません</COL>","<COL ffdc78>Quick Rescue has failed!
Bonus Rewards are lost.</COL>",,0
"鍵がかかっている――
開くには<COL ffdc78>《<NAME ITEM>》</COL>が必要だ","It is locked.
<COL ffdc78>""<NAME ITEM>""</COL> is needed to open.",,0
今は転移の力を失っているようだ――,It seems to have lost the power to teleport...,,0
"イベントを進行しますか？
※パーティー要請中の場合はキャンセルされます","Are you sure you want to proceed with
the event?
※ If there is a party request, it will be
canceled.",,0
準備開始,Start Preparation,,0
キャンセル,Cancel,,0
イベント進行確認,Confirm Event Progress,,0
進行する,Proceed,,0
準備解除,Cancel Preparation,,0
キャンセル,Cancel,,0
新たな証拠品を手に入れた！,Got a new piece of evidence!,,0
誰かの話し声が聞こえる――,Someone's voice can be heard――,,0
憲兵が見張っている――この先には行けなさそうだ,The Military Police are on the lookout-- I don't think we can go any further.,,0
誰かが襲われている！　助けなければ――,Someone is being attacked!　We have to help--,,0
遠くから悲鳴が聞こえた――,I heard a scream in the distance--,,0
どこからか剣戟の音が聞こえる――,I hear the sound of a swordfight coming from somewhere--,,0
レジスタンスに新たな仲間が加わった！,A new friend joins the resistance!,,0
諜報活動領域外へ移動したため、クエストを終了しました,Quest terminated due to movement outside the area.,,0
諜報任務が進行した――,Intelligence mission in progress--,,0
ハントターゲットを討伐した！,Hunt target subjugated!,,0
ボーナスターゲットを討伐した！,Bonus target subjugated!,,0
闇の力によって封じられている,Sealed by the power of darkness.,,0
ハントターゲットを発見した！,Hunt target found!,,0
ボーナスターゲットを発見した！,Bonus target found!,,0
封鎖されたエリアが解放された――,The blocked area was opened up--,,0
"メインクエストが進行可能になりました
一度パーティーを解散してからトラバースに話しかけて下さい","The main quest is now ready to proceed.
Please talk to Travers once you break up the party.",,0
