"Jp","En","english","speaker"
"解放軍にとって、いいニュース続きでうれしいよ
とにかくありがとう！","It's great news after great news for the 
Liberation Army. Thank you so much!","","Isetto"
"おいおい、そんなすぐにここから出られると
思わないでくれよ！","Hey, don't think I'm leaving this place so soon!","","Sonel"
"世話になったキノコくんたちにも
お別れを言わないといけないんだ","I have to say goodbye to the mushrooms 
that took care of me.","","Sonel"
"まぁ、ほとんど残ってないんだけどね！","Well, there's hardly any left though!","","Sonel"
"支度を済ませたら
この城の最上部、《王宮層》に戻るから
キミも後で顔を出してくれ","Once I'm ready, I'll return to the top floor of
this castle, the Royal Palace layer. 
Come see me later.","","Sonel"
"あぁ、キミは確か――鉄格子の！
間に何もない会話って新鮮だね！","Oh right—the one on the other side of the bars! 
So novel talking without separation!","","Sonel"
"ここはボクの“仕事場”みたいなもんさ
なんてったって、参謀官だからね","This is like my ""workspace.""
After all, I'm a staff officer.","","Sonel"
"しかも！　作戦を立てるだけじゃなく
実際に戦っちゃうのがボクの流儀だ
こう見えて、ソーサラーなのでね","Not only that! It's my style to not just make
plans but actually fight. 
Despite appearances,
I'm a Sorcerer, you see.","","Sonel"
"ボクがひとたび杖をかざせば
“作戦が火を噴く”――
ということで有名さ","Once I raise my staff,
""the operation catches fire""—
that's what I'm famous for.","","Sonel"
"あっ","Oh.","","Sonel"
"あっはっ","Ah, ha.","","Sonel"
"あっはっはっ","Ahahaha!","","Sonel"
"あっはっはっは！","Ahahaha!","","Sonel"
"さてと、城外は魔軍に占領されたままだ
さっそく奪還に取り掛からないとね","Now then, the area outside the walls is
still occupied by the Demon Army. We must
start reclaiming it right away.","","Sonel"
"ひとつ――“いいこと”を思いついたんだ
それを聞いてもらいたくってね
だからキミをここへ呼んだのさ","I've come up with a ""good idea."" 
I wanted you to hear it, 
so that's why I called you here.","","Sonel"
