old,new,english,speaker
お疲れ様でした、少し休まれては？,Thank you for your hard work. Would you like to take a short break?,,0
ここへ帰ってくる瞬間も楽しみの一つです,The moment you come back here is another thing to look forward to.,,0
ふぅ、小休憩といたしましょう,"Well, let's take a short break.",,0
ここは正にオアシス、といったところですね,This place is a veritable oasis.,,0
"クエストボードの確認はしましたか？
貴方様の名を上げるチャンスです","Have you checked the Quest Board?
This is your chance to make a name for yourself.",,0
おっと、そちらに伺いましょう,"Oops, let me come over to you.",,0
慌てずにお待ちを,"Don't panic, please wait.",,0
さ、大丈夫ですよ,"Well, it's alright.",,0
お気をつけて覚者殿,"Take care, Arisen",,0
怒っていますね、見苦しいことです,You are angry. It is unseemly.,,0
ずいぶんと興奮していますね、ご注意を覚者殿,"You are very excited, my dear sir.",,0
おや、先ほどの威勢はどこへやら,"Oh, where's that swagger you had earlier?",,0
もうダウンですか？ さあ攻撃に移りましょう！,Are you down already? Now let's move on to the attack!,,0
しょうがない、揺さぶって差し上げましょう！,"It can't be helped, let's shake them up!",,0
弱点、見抜けないとでも？,"Weaknesses, you think I can't see them?",,0
弱点を叩かれても我慢できるかな？,Can you stand to be hit on your weak points?,,0
私が支援しましょう、この技で！,"Let me assist you, with this technique!",,0
敵の状態を変えてやりましょう、この技で！,"Let's change the enemy's state, with this technique!",,0
お待たせしました、属性を付与します！,Thank you for your patience. Attribution will be given!,,0
力を乗せたこの攻撃、我慢できるといいですが,I hope you can hold out for this attack with power on board.,,0
ふははは、この技を受け、せめて美しく散るといい,"Hahaha, take this technique and at least scatter beautifully!",,0
<COL B6FF01>《特技》限界を超えし力、お見せしましょう！</COL>,<COL B6FF01>I will show you the power that surpasses the limit!</COL>,,0
<COL B6FF01>《特技》全力を出してあげましょう――いきますよ！</COL>,<COL B6FF01>《Special Skill》 Let's give it our all -- here we go!</COL>,,0
<COL B6FF01>《特技》さあ――これで終わりにしましょうか</COL>,<COL B6FF01>《Special Skill》 Well -- let's wrap this up:</COL>,,0
<COL B6FF01>《剛化》この攻撃、その身に焼き付けるといい！</COL>,"<COL B6FF01>《Harden》This attack, you may burn it into your body!</COL>",,0
<COL B6FF01>《剛化》己の無力さを知るといい！</COL>,<COL B6FF01>《Harden》You should know how helpless you are!</COL>,,0
<COL B6FF01>《重化》あなたは地面を舐めていなさい！</COL>,<COL B6FF01>《Heavy》You should lick the ground!</COL>,,0
<COL B6FF01>《重化》いつまで立っていられますかね？</COL>,<COL B6FF01>《Heavy》 How long can you stand still?</COL>,,0
<COL B6FF01>《癒活》私たちの戦いに癒しの加護を！</COL>,<COL B6FF01>《Restoration》Healing blessings in our fight!</COL>,,0
<COL B6FF01>《癒活》苦しさを越える喜び――私にお任せを！</COL>,<COL B6FF01>《Restoration》The joy of transcending suffering - leave it to me!</COL>,,0
<COL B6FF01>《柔化》今から、あなたの能力を――下げます！</COL>,"<COL B6FF01>《Weaken》From now on, I'm going to lower your ability to--!</COL>",,0
<COL B6FF01>《柔化》そこの敵から、弱らせてみましょうか</COL>,<COL B6FF01>《Weaken》Let's start by weakening the enemy there.</COL>,,0
<COL B6FF01>《集中》大いなる力よ、我らに勝利を</COL>,"<COL B6FF01>《Concentration》Great Power, grant us victory.</COL>",,0
<COL B6FF01>《集中》詠唱に集中するので、邪魔なさらぬように</COL>,"<COL B6FF01>《Concentration》I'm going to concentrate on my chanting, so please don't get in my way.</COL>",,0
<COL B6FF01>《無恐》つまらない攻め方では、まるで効きませんよ</COL>,<COL B6FF01>《Fearless》Boring attacks like that wont work.</COL>,,0
<COL B6FF01>《無恐》さぁ、傷をつけてみることですね――可能ならですが</COL>,"<COL B6FF01>《Fearless》So, you have to try to scratch it - if you can.</COL>",,0
<COL B6FF01>《集視》勇猛なる私の背を、しかとその目に！</COL>,"<COL B6FF01>《Attraction》I will make sure that you see my back, my back that is so valiant!</COL>",,0
"<COL B6FF01>《集視》いいでしょう、
しばらくはおとり役をこなしますよ</COL>",<COL B6FF01>《Attraction》I'll be your decoy for a while.</COL>,,0
<COL B6FF01>《守護》守りは完璧です、怒涛の攻撃を！</COL>,"<COL B6FF01>The 《Protection》 defense is perfect, the raging attack!</COL>",,0
<COL B6FF01>《守護》敵の攻撃に打ち勝つ守りを！</COL>,<COL B6FF01>《Protection》: A defense that overcomes enemy attacks!</COL>,,0
<COL B6FF01>《蘇生》覚者殿、貴方をお守りするのはこの私</COL>,"<COL B6FF01>《Resurrection》Revive, Master Arisen, it is I who will protect you.</COL>",,0
"新しい特技が降ってきました
閃きというものですね","It's raining new specialties
It's called inspiration.",,0
雇われし仲間の特技、私も身に付けましたよ,"The special skills of a fellow hired hand, I've learned them too.",,0
"おや、
この辺りにジョブ修練敵がいるようですね","Oh,
Looks like there's a job training enemy around here.",,0
すぐそこに修練敵がいますよ,There's a training enemy right there.,,0
"修練達成ですか、ジョブマスターに
報告に行かねばなりませんね","You've achieved the ordeal, I'll have to go report it to the jobmaster at
",,0
"この感じは――貴重な宝、私の読みに
間違いはありません","This feeling--a priceless treasure, no mistake on my reading
",,0
この付近、探せば希少な宝があるでしょう,"There will be rare treasures to be found in this vicinity, if you look for them.",,0
"覚者殿も感じてらっしゃるでしょう
この辺り、何かありますね","I'm sure you're feeling it too, Arisen.
There's something going on around here.",,0
匂いますね――少し辺りを調べてみては？,I smell it--may I suggest you check around a bit?,,0
ご覧ください、珍しき敵がいますよ,"See, there is a rare enemy.",,0
"これはこれは、
珍しい敵が出迎えてくれましたね","Well, well, well.
You've been greeted by an unusual enemy.",,0
これは？　私が預かっておきましょう,What's this?　I'll take care of it.,,0
"聡明なる我が主殿、
戦術育成にて教えを請いたいですね","My wise Lord,
I would like to learn from you in tactical training.",,0
これはこれは、お噂はかねがね――,"Well, well, well. I've heard rumors--",,0
我が主と親しきお方、歓迎いたしますとも,We welcome those who are close to our Lord.,,0
もちろんです,Of course.,,0
そういたしましょう,I will do so.,,0
回復いたしましょう,Let's get you back on your feet.,,0
甘い甘い――,"Sweet, sweet, sweet--",,0
当たるとでも？,You think you're going to win?,,0
炎がお嫌いなようで,You don't seem to like fire.,,0
氷がお嫌いなようで,You don't seem to like ice.,,0
雷がお嫌いなようで,You don't seem to like thunder.,,0
聖がお嫌いなようで,You don't seem to like Holy.,,0
闇がお嫌いなようで,You don't seem to like darkness.,,0
"不気味な島にあっても、
主従の輝きは変わりません","Even on a spooky island,
the brilliance of the squire remains the same",,0
"覚者殿のお望みのものを
探しにまいりましょう","Let's go find what you want, Arisen!",,0
"覚者殿、私の能力をより完全なものと
するために、今日は特別なお願いがあります","Arisen, I have a special request today to make my abilities more complete",,0
"覚者殿、お喜びください
あなたのための私の力が、
完全なものとなりました","Rejoice, Arisen. My power for your sake has become complete.",,0
"さあ覚者殿、冒険へ出ようではありませんか
この手にも力がみなぎっています","Come on Master, let's go on an adventure
My hands are full of power too!",,0
