old,new,english,speaker
そら、こいつでどうだ！,There you go. How about this one!,,0
こっちだ、打ち上げる！,"This way, I'll launch!",,0
解ったぜ！,Got it!,,0
おう、了解！,"Oh, got it!",,0
そいつぁムリだ,That's impossible.,,0
おっ、荷物の整理ですか？,"Oh, are you organizing your luggage?",,0
そろそろ出発ですかね？　いつでも呼んでくださいよ,Are we about to leave?　You can call me anytime.,,0
ちったぁ休んだ方が良いですぜ,"It's better to take a little rest, ya know",,0
"なぁに、ちょっとくらいゆっくりしたところで
敵は逃げませんよ","Hey, even if you slow down a little bit...
The enemy won't run away.",,0
おっと、へへ――静かにしとくか――,"Oops, heh--I'll be quiet--I'll be quiet.",,0
寝ずの番は俺にお任せを――,Leave the night watch to me.,,0
何というかこう、雰囲気が変わりましたね,The atmosphere has changed.,,0
へぇ、模様替えってのもいいもんですね,"Wow, it's nice to redecorate, isn't it?",,0
先ほどエリア探索から戻りました,I just returned from exploring the area.,,0
覚者様、今回のエリア探索は大収穫ですぜ！,"Dear Arisen, this exploration of the area has been a great success!",,0
ふーむ、ん？　ん～――,"Hmm, huh? Hmm~",,0
おっ、覚者様！　庭に何かいますぜ！,"Oh, Master Arisen!　There's something in the garden!",,0
よし　これくらいか――,"Alright, this should be enough--",,0
これで大暴れしてみせますぜ,I'm going to go on a rampage with this.,,0
気合い入れてお守りしますよ！,I will protect you with all my energy!,,0
このスキル、はやく戦場で活かしたいもんです,I can't wait to put these skills to use on the battlefield!,,0
ほぉー、こりゃ面白い戦い方ができそうじゃないですか,"Wow, this should make for some interesting battles.",,0
戦いも結構ですが、休養ってのもイイですなぁ,"Fighting is good, but rest is also good.",,0
さぁてっと、今日はどこに行きますかね？,"Let's see, where are we going today?",,0
おっ、なんですか？,"Whoa, what is it?",,0
どうしたんです？　覚者様,"Master Arisen,
What's wrong?",,0
何が来たってお守りします！,We will protect you no matter what comes your way!,,0
この間、他所でクラフトの手伝いをしたら喜ばれましたよ！,I helped with crafts elsewhere the other day and it was appreciated!,,0
"先日、別の覚者様に呼ばれて
ちょっくら冒険のお供をしてきましたぜ","The other day, I was invited by another Arisen person
to accompany him on a little adventure!",,0
そう言や、別の覚者様に褒められましたよ、俺のこの装備！,"By the way, I was praised by another Arisen for this equipment of mine!",,0
覚者様、今日は俺から戦技のご提案をさせてもらえませんかね！,"Arisen, may I propose a combat technique to you today?",,0
"覚者様に従ってきたおかげで
俺の意思疎通力が上がったんで！","Thanks to following the Arisen
My communication skills have improved!",,0
覚者様、今日は俺から髪型のご提案があるんですよ！,"Dear Arisen, I have a haircut suggestion for you today!",,0
"覚者様、新しい家財を入手されたんですか！
こりゃぁいいや！","Dear Master, did you get new household goods?
That's good!",,0
おっ、覚者様！　お帰りですか！,"Oh, Master!　You are back!",,0
覚者様がご無事で何より！,"I am glad to hear that you are safe and sound, Arisen!",,0
長いことお戻りにならねぇんで、心配してたんですよ,I was worried because you didn't come back for a long time,,0
ふぅ、無事帰ってこられましたね！,"Phew, you made it back safely!",,0
やっぱ家ってのはいいもんですねぇ、力が抜けるや,"It's nice to be at home, isn't it?",,0
ここにゃ敵は入ってこれません、休憩していきますか？,The enemy can't get in here. Shall we take a break?,,0
ボードクエストやら依頼やら、ぬかり無く見ときましょう,Let's look at all the board quests and requests.,,0
さーて、次に備えてキッチリ準備しねぇと,"Well, I'd better get ready for the next one.",,0
今行きますぜ！,I'm on my way!,,0
おっと、覚者様！　待っててください,"Oh, Arisen! Please wait.",,0
さっ、これで！,Here we go!,,0
俺がついてます！　,I'm with you!,,0
ふん、怒ってやがる！　気を付けねぇとな！,He's angry!　I gotta be careful!,,0
興奮してるみてぇですね！　攻撃には注意してくださいよ！,It looks agitated!　Be careful of the attacks!,,0
へっ、隙ありってな！,"Mm, there's an opening!",,0
ダウンしたぜ！　全力で行ってやりましょうや！,It's down! Let's go all out and do it!,,0
俺の揺さぶりに耐えられるかぁ？！,Can you withstand my shaking?!,,0
おらよ、これで弱点が丸見えだ！,"I see, now all weaknesses are exposed!",,0
弱点を叩くってのはな、戦いの基本だぜ！,"Hitting the weak points is the basis of battle, you know!",,0
この技で支援しますぜ！　反撃しましょうや！,I'll support you with this technique!　Let's counterattack!,,0
あいつの能力、下げてやりますかね！,Shall I lower his abilities?,,0
属性を付与！　これで攻撃してみてください！,Improved attributes! Please try attacking now!,,0
渾身の力で――喰らわすぜ――！,I'll strike you with all my might!,,0
この技を使うときが来るとはな！　覚悟しろよ！,I never thought I'd see the time to use this technique!　Brace yourself!,,0
<COL B6FF01>《特技》限界ってのを、いっちょ超えてみせますぜ！</COL>,<COL B6FF01>《Special Skill》I'm going to push the limits of what's possible!</COL>,,0
<COL B6FF01>《特技》おい――そろそろ全力でいくぜ！</COL>,<COL B6FF01>《Special Skill》 Hey -- it's time to go all out!</COL>,,0
<COL B6FF01>《特技》やってやるぜ、任せときな！</COL>,<COL B6FF01>《Special Skill》I'll do it. I'll take care of it!</COL>,,0
<COL B6FF01>《剛化》この渾身の力、受けてみやがれ！</COL>,<COL B6FF01>《Harden》This the power of the whole body!</COL>,,0
<COL B6FF01>《剛化》全力でぶっ潰す！</COL>,<COL B6FF01>《Harden》Bust them down with all your might!</COL>,,0
<COL B6FF01>《重化》さっさと倒れた方が、いっそ楽だろうに！</COL>,<COL B6FF01>《Heavy》It would be easier to just fall down!</COL>,,0
"<COL B6FF01>《重化》調子づいてるやつから、
ぶっ飛ばしてやらぁ！</COL>",<COL B6FF01>《Heavy》I'm going to blast the crap out of anyone who's getting on my nerves!</COL>,,0
<COL B6FF01>《癒活》立て直すぞ――癒しの加護を！</COL>,<COL B6FF01>《Restoration》Let's restore it――with the blessing of healing!</COL>,,0
<COL B6FF01>《癒活》傷や疲れなんぞ、気合いでどうにかならぁ！</COL>,<COL B6FF01>《Restoration》: healing wounds and fatigue with determination!</COL>,,0
<COL B6FF01>《柔化》片っ端から弱らせてやりますか！</COL>,<COL B6FF01>Shall we 《Weaken》 them from the beginning?</COL>,,0
<COL B6FF01>《柔化》能力を下げちまえば、怖くもねぇな</COL>,"<COL B6FF01>If you 《Weaken》 the ability, it's not scary, right?</COL>",,0
<COL B6FF01>《集中》ありったけの魔力をぶち込んでやらぁ！</COL>,<COL B6FF01>《Concentration》: I'll put all the magic I've got into it!</COL>,,0
<COL B6FF01>《集中》さーて、いっちょう集中といきますかい</COL>,"<COL B6FF01>《Concentration》Now, let's concentrate.</COL>",,0
<COL B6FF01>《無恐》テメェらの攻撃なんぞ、全部耐えてやらぁ！</COL>,<COL B6FF01>《Fearless》I'll endure all your attacks!</COL>,,0
<COL B6FF01>《無恐》へっ――つまらねぇ攻撃なんぞ無視だ</COL>,<COL B6FF01>《Fearless》―― Ignore such boring attacks</COL>,,0
<COL B6FF01>《集視》全員、俺の獲物だぁぁ！</COL>,<COL B6FF01>《Attraction》All of you are my prey!</COL>,,0
<COL B6FF01>《集視》死にたいやつからかかって来な</COL>,<COL B6FF01>《Attraction》Let the dying ones come to me.</COL>,,0
<COL B6FF01>《守護》覚者さま、しばらくは無茶できますぜ</COL>,"<COL B6FF01>《Protection》Arisen, you can be reckless for a while.</COL>",,0
<COL B6FF01>《守護》自分らの守り、ガッチリ固めます</COL>,<COL B6FF01>《Protection》 solidly covers our own defense</COL>,,0
<COL B6FF01>《蘇生》覚者さまの命、俺が救いますぜ！</COL>,"<COL B6FF01>《Resurrection》, I will save the lives of the Arisen!</COL>",,0
覚者さま、新しい特技、閃めきましたぜ,"Dear Arisen, I've got an idea for a new skill.",,0
"ほーう、雇われポーンの特技――
コツはつかんだ！","Ah, I've learned the special skill of a hired pawn -!",,0
この辺、ジョブ修練敵がいやがりそうですぜ,The job training enemy is not fond of this area.,,0
覚者様、修練敵がいますぜ！,"Lord Arisen, there are training enemies!",,0
ん？　修練が終わったんじゃねぇですかい,Hmm? Have you finished your training?,,0
"どうも近くに貴重な財宝が
眠ってる気がするんですがね",I have a feeling that there is a valuable treasure nearby.,,0
"覚者さま、
ここらで宝でも探してみましょうや","Dear Arisen, 
Let's try searching for treasures around here.",,0
"ちょいとお待ちを――
ここら辺、何かありますぜ？","Just a moment please...
Is there something around here?",,0
この辺り、何かあるんじゃないですかね,I wonder if there's something around here.,,0
"こいつは珍しいヤツだ、
ありがたくぶちのめしましょうや","This guy is a rarity.
Thankfully, we can beat him up.",,0
へぇ、なかなか見かけない敵だな,"Wow, that's an enemy you don't see very often.",,0
こいつはなんだ？　貰っておくか,What is this? Should I take it?,,0
そろそろ、戦術育成の方もどうですかね？,How about some tactical training soon?,,0
うちの覚者様がお世話になってるみてぇで,It's like my mentor is taking care of me.,,0
"せっかくですから
ゆっくりしていってくださいよ！","Since you're here,
please take your time!",,0
お任せを,Leave it to me.,,0
覚者様が仰るんなら,If the Arisen says so,,0
こいつで治せる！,This guy can fix it!,,0
おっと！,Oops!,,0
外れたな,Missed.,,0
こいつぁ炎に弱えぇ！,This guy is weak against fire!,,0
こいつぁ氷に弱えぇ！,This guy is weak against ice!,,0
こいつぁ雷に弱えぇ！,This guy is weak against lightning!,,0
こいつぁ聖に弱えぇ！,This guy is weak to holy attacks!,,0
こいつぁ闇に弱えぇ！,This one is weak against darkness!,,0
さーて、何が出てくるかねぇ,"Well, let's see what we can come up with.",,0
一筋縄じゃあ、いかなさそうな場所ですね,It's not an easy place to get around.,,0
"なぁ覚者様、俺を見込んで
ひとつ頼まれてくださいませんかね――
なに、悪い話じゃあありません　","Hey, Master, in recognition of me,
I wonder if you could do me a favor...
No, it's not a bad idea.",,0
"覚者様、手に入れたこの力で、
今までよりもお力になれるはずです――
お任せくだせぇ","Arisen, with the power I have obtained, 
I should be able to be of more help than before―― 
Please entrust it to me.",,0
"そろそろ出掛けますか？
俺がキッチリお支えしますぜ","You ready to get out of here?
I'll take good care of you.",,0
