old,english,speaker
"はぁ――困ったことが起こりました――
お話することもためらわれるなのですが――",,Musel
"もしもお耳を貸していただけるのなら
再度お声をかけてくださいませ――",,Musel
"廃村の調査を進めておりましたら
新しい事実が判明したのです",,Musel
"廃村の村人たちは、何かに追われ
《<STG 844>》に逃げ込んだようなのです
怯え、惑いながら逃げる村人たちの
痕跡が残っていました――",,Musel
"次なる調査地は《<STG 844>》――
あそこを調べることで、村が滅んだ
手がかりを掴むことができるはずです",,Musel
"もっとも、それだけに危険な調査となるでしょう
覚者様もあの辺りを通行される時には
くれぐれもお気をつけください",,Musel
"異国の覚者様――
どうも最近、森の様子がおかしいとは思いませんか？
魔物たちがいつになく活性化しているように感じます",,Musel
"《<SPOT 889>》にも今まで見なかった
強力な魔物が出現していると
旅の方より情報が寄せられています",,Musel
"一体何が原因なのかは判明しておりませんが――
不穏な流れとなっていることは確かです
覚者様もお気づきになったことがあれば
ぜひご連絡くださいね",,Musel
"これからの調査は一層危険なものとなるでしょう
より良い支援品を揃えることで
わたしも微力ながら覚者様をお支えいたします",,Musel
"少し前から気になっていた、森の魔物の活性化――
どうやらこれは聖域から流れ込んだ魔物に
よるもののようです",,Musel
"今のうちに聖域の魔物を抑え込まねば
手の付けられない状態になる可能性もあります
どうか、かの魔物の討伐をお願いできないでしょうか",,Musel
"討伐を引き受けてくださるのであれば
もう一度わたしに話しかけてください
どうか――お願いいたします",,Musel
"覚者様、いつもこのエラン水林を
気にかけてくださってありがとうございます",,Musel
"お陰様で、エランにもう一度村を作るという
わたしの計画も進めることができ
嬉しい限りですわ",,Musel
"わたしたちからの感謝の気持ちとして
ささやかではありますが
支援品の質を上げられるよう手配いたしました",,Musel
"ふふ、まだまだ道のりは遠いようですが
覚者様がついていてくださると思えば――
今後ともどうぞよろしくお願いしますね",,Musel
"白き竜の覚者様――
以前、聖域からの魔物を
討伐していただきましたね",,Musel
"しかし、エランに入り込んだ聖域の魔物は
他にもいたようなのです
このところ、いたるところでその姿を見かけます",,Musel
"船頭や旅人たちが休憩をとるのに使っている
《<SPOT 933>》でも魔物の出現を
確認しています",,Musel
"覚者様も、森の中で休憩を取られる際は
周囲の状況をご確認くださいね
これまで安全な場であっても
今はそうでないかもしれません",,Musel
"はぁ――それにしても、以前船頭たちが
休憩所として使っていた《<SPOT 890>》も
少し前に魔物に乗っ取られてしまいましたし――",,Musel
"これから船頭たちはどこで休めばいいのか――
悩ましい問題ですわ",,Musel
"――そうですわ、覚者様
《<SPOT 890>》の封鎖を解いておきますので
近くにお立ち寄りの際に、中を覗いてきて
いただけませんか？",,Musel
"もし魔物が去っていれば、わたしに
知らせてくださいませ
もちろん、その場合は覚者様も休憩所として
お使いくださって構いませんわ",,Musel
"ふふふ、ちょうど今ディリスと
覚者様について話していたところですわ",,Musel
"実は、この度――長らく閉鎖されていた
《エラン大門》の門を開放することに
なったのです！",,Musel
"これも全て覚者様が魔物を
抑えてくださったおかげですわ！",,Musel
"開門によって他の村からの旅人も
増えるでしょうから、有益な情報が入ってくる
ことをつい期待してしまいます",,Musel
"あら――そういえば
ディリスが覚者様にお願いしたいことがあると
言っていましたっけ――",,Musel
"あとでディリスに取り次いでも
よろしいでしょうか？
ご都合の良い時にでも、私にお声掛けくださいませ",,Musel
"ああ、ちょうど良いところに来てくださいました
聖域からの魔物について新しく
わかったことがありますの",,Musel
"以前、採石場として掘り進めていたという
《<SPOT 891>》――
ある時魔物の襲撃を受け、逃げ遅れた人もろとも
閉鎖されたという痛ましい事件が起こった場所です",,Musel
"実は、その混乱の最中、洞窟内の一部が
崩落したという記録も残っておりました――",,Musel
"どうやら、その崩落跡から聖域の魔物が
入り込んできているようなのです",,Musel
"覚者様、《<SPOT 891>》の近くを
通られた際には、中を改めてきては
いただけないでしょうか",,Musel
"ああ、覚者様！
ついにわたしたちはここまで辿り着いたのですわ！",,Musel
"エラン水林のどこに潜んでいたのか
とうとう巨大なフィンダーエントの姿を
確認したのです――！",,Musel
"おそらくは、このフィンダーエントこそが
かつてエランにあった村を滅ぼした元凶です
村の復興には、この脅威の排除こそが
最優先事項――そして必須事項と言えるでしょう",,Musel
"覚者様、悲願であるエランの村復興のため
どうか力をお貸しください――！",,Musel
"とはいえ、これほどの討伐ですもの――
お気持ちが固まりましたら
再びわたしにお声掛けください
その時、詳しくご説明いたしますわ",,Musel
"ふふふ、エランに村を復興するという
わたしの夢が、着々と実現に向かっています",,Musel
"これも覚者様のお力無くしては
成しえなかったこと――
この感謝の気持ちをどう表せば良いのやら",,Musel
"ささやかではございますが
支援品の質を向上できるよう
今、ディリスと共に計画しています",,Musel
"これからもどうぞお力をお貸しくださいね
エランの自然も、覚者様を歓迎していることでしょう",,Musel
