old,english,speaker
"その周囲に、白い人影が彷徨っている
ことがあるんだ
泉の生命力に魔が宿ったものなのか
それともエルフの亡霊なのか――",,Rondejeel
"あれが"白い災厄"の正体じゃ
ないとは思うんだけど",,Rondejeel
"彼らは手強いし、意思疎通もできない
もし遭遇したらすぐその場を
離れたほうがいい",,Rondejeel
"そうだ、もし君がこの森やエルフの文化と
もう少し関わるつもりなら
ひとつ頼みを聞いてくれないかな？",,Rondejeel
"エルフ達の遺跡の一つ
《神花のテラス》という遺跡にいる
魔物退治をしてほしいんだ",,Rondejeel
"僕はそれほど戦えないし
リングディール一人だとあそこの魔物は
手に余るものでね
どうかな？",,Rondejeel
"やってくれるというなら
きちんと依頼したいんだ",,Rondejeel
"まったく、君には世話になりっぱなしだな
ここまで手助けしてもらったら
なんだか申し訳なくなってくる",,Rondejeel
"僕ら兄妹から、心を込めて礼をさせてもらう
君がこの森に来てくれて本当に良かった
ありがとう",,Rondejeel
"この件は、君にも伝えておいた
ほうがよさそうだな",,Rondejeel
"ディナンの森の最奥――
《サーズ・ディナン》付近で
妹が銀毛の鬼人に襲われたんだ",,Rondejeel
"シルバーロアという危険な魔物なんだけど
どうやらあの辺りを縄張りにするつもりらしい",,Rondejeel
"用心に越したことはない
川辺の方へ行くのなら十分警戒してくれ",,Rondejeel
一つ君に相談があるんだ,,Rondejeel
"エルフの都、エルテ・ディナンに
《レ・カルバス・アーマ》という区画があるのは
知ってるかい？",,Rondejeel
"今度頼みたいのは
その区画の探索なんだ",,Rondejeel
"前に話しただろう？
エルフを脅かし続けてきた"白い災厄"の話
その答えがどうもアーマ区画にあるらしい",,Rondejeel
"どうかな、無理にとはいわないよ
もし協力してくれるなら
あらためて話し掛けてくれ",,Rondejeel
"できることならぜひ――
いや、君に頼まなければならない
そんな気がするんだ",,Rondejeel
"この森にはね、エルフ達が特別な意味を込めて
残した地名がいくつかあるんだ",,Rondejeel
"《グローン・ノス》、《エルネア・スプリング》
なんかだね",,Rondejeel
"それぞれの場所には言葉の由来となる
魔物や現象があるから、そういう所に
足を踏み入れるなら注意するといい",,Rondejeel
"ディナンの森にようこそ
大したもてなしはできないけどね",,Rondejeel
"そこのボードに、僕らの《やることリスト》を
貼ってある
暇なら手伝ってもらえると助かるな",,Rondejeel
"――たまに、身に覚えのない紙も
あるんだけどね",,Rondejeel
"この森に居付いて何年――いや、もっとか
あまりそんな気はしないんだが",,Rondejeel
"ここは時の流れが少し違うのかもしれないな
――それとも、時の流れが違うのは
身体の方なのかな",,Rondejeel
"エルフの民はもうここにはいない
だけど――夢かもしれないが
一度僕は森で、不思議な光を見たことがある",,Rondejeel
"リングディールの魔矢よりまばゆく輝く
美しい光を",,Rondejeel
あれは何だったのかな,,Rondejeel
"君に伝えたいことがあったんだ
ディナン深層林にある《辺境の礎》の全てが
使えるようになったそうだよ",,Rondejeel
"何でも、君のこの辺りでの働きを
神殿がねぎらってのことだとか",,Rondejeel
"きっと便利になるだろうから
ぜひ使ってみてくれ",,Rondejeel
"このところ、《大樹の広場》の辺りに
えらく攻撃的なエントがうろついているんだ",,Rondejeel
"ここからもそう遠くないし
あの調子で暴れられると
少しまずいことになりそうでね",,Rondejeel
"討伐を頼みたいんだけど、どうかな
もし引き受けてくれるなら
詳しく説明するから、あらためて声をかけてくれ",,Rondejeel
"そうだ、《飛天のテラス》のことは
もう知っていたかな",,Rondejeel
"ここから東の方に行ったところにあるんだけど
つい最近、入口の封印を解くことができたんだ",,Rondejeel
"少しだけ入ってみたら
羽ばたきの音がひっきりなしに聞こえていたよ
中で鳥たちが巣を作ってるんじゃないかな",,Rondejeel
"あの辺りは今までも鳥の巣が多かったからね
君も興味があれば行ってみるといい",,Rondejeel
"ちょうどよかった
君に話があってね",,Rondejeel
"実は、《飛天のテラス》内を探索していた妹が
氷竜に襲われたらしいんだ",,Rondejeel
"妹は腕に覚えがあるから逃げてこられたけど
もしも氷竜が《飛天のテラス》から
出てくるようなことがあると事だろう",,Rondejeel
"そこで君に討伐を頼みたいんだが、どうかな
引き受けてくれるなら
あらためて説明させてくれ",,Rondejeel
"妹ともども、君には本当に世話になっているね
本当に助かってるよ",,Rondejeel
"少しでも君の力になればと思って
渡せそうなものを色々探してみたんだ
役に立つといいんだが",,Rondejeel
"君がこの森に来てくれるようになって良かった
心からそう思うよ
これからも、いつでも訪ねてきてくれ",,Rondejeel
