old,new,english,speaker
ダウンしてるわ！　一気にいきましょう！,It's down! Let's go all out!,,0
揺さぶりに行くわね！,I'm going to go shake things up!,,0
弱点は――、そこよ！,There is a weakness... right there!,,0
弱点を叩けば 立っていられないはず！,"If you hit the weak spots, they wouldn't be able to stand!",,0
反撃に出ましょう、この戦技で支援するわ！,"Let's counterattack, I'll support you with this technique!",,0
敵の能力、下げてみせる！,Lowering the enemy's ability!,,0
属性を付与するわ！　攻撃に出ましょう！,I'll improve your attributes! Let's go on the offensive!,,0
力を溜めたこの攻撃、甘く見ないでね――,Don't underestimate this attack that I've built up power for.,,0
さぁ、特別な技をプレゼントするわね,"Now, I'll give you a special technique",,0
<COL B6FF01>《特技》限界を超えた力、お見せしますわ！</COL>,<COL B6FF01>《Special Skill》I will show you the power beyond your limits!</COL>,,0
<COL B6FF01>《特技》あたしの全力、見せてあげる</COL>,<COL B6FF01>《Special Skill》I'll show you what I can do.</COL>,,0
<COL B6FF01>《特技》ふふ、刺激が足りないようね――</COL>,"<COL B6FF01>《Special Skill》Hehe, it seems like there's not enough excitement――</COL>",,0
<COL B6FF01>《剛化》この攻撃、その身に刻んであげる！</COL>,"<COL B6FF01>《Harden》This attack, I will carve it into your body!</COL>",,0
<COL B6FF01>《剛化》いつもより強めに行くわね！</COL>,<COL B6FF01>《Harden》I'll go harder than usual!</COL>,,0
<COL B6FF01>《重化》倒れる姿が、あなたにはお似合いよ！</COL>,<COL B6FF01>《Heavy》 The way you fall suits you!</COL>,,0
<COL B6FF01>《重化》足腰立たなくしてあげる</COL>,<COL B6FF01>《Heavy》Let me make you limp</COL>,,0
<COL B6FF01>《癒活》癒しの加護よ――あたしに力を！</COL>,<COL B6FF01>《Restoration》Healing blessings - give me strength!</COL>,,0
<COL B6FF01>《癒活》みんなの消耗、あたしが引き受けるわ！</COL>,<COL B6FF01>《Restoration》I'll take care of everyone's exhaustion!</COL>,,0
<COL B6FF01>《柔化》この敵には、どんな状態がお似合いかしら？</COL>,<COL B6FF01>《Weaken》What kind of condition would be suitable for this enemy?</COL>,,0
<COL B6FF01>《柔化》ふふ、誰から弱らせてあげようかしら</COL>,<COL B6FF01>《Weaken》I wonder who I should start weakening.</COL>,,0
<COL B6FF01>《集中》この魔力の高まり――すぐに見せてあげる！</COL>,<COL B6FF01>《Concentration》This heightened magical power--I'll show you right away!</COL>,,0
<COL B6FF01>《集中》ふふ、今ならすらすら詠唱できそう</COL>,<COL B6FF01>《Concentration》I think I can chant easily now.</COL>,,0
<COL B6FF01>《無恐》もう誰も、あたしを止められはしない！</COL>,<COL B6FF01>《Fearless》No one can stop me now!</COL>,,0
<COL B6FF01>《無恐》避ける必要、なくなっちゃいそうね</COL>,<COL B6FF01>《Fearless》I guess I won't have to avoid them anymore.</COL>,,0
<COL B6FF01>《集視》前に出るわ！　見ていてね、マスター！</COL>,"<COL B6FF01>《Attraction》I'll be in front of you!　Watch me, Master!</COL>",,0
<COL B6FF01>《集視》少しだけ、目立たせてもらうわね</COL>,<COL B6FF01>《Attraction》I'm going to make you stand out a little bit.</COL>,,0
<COL B6FF01>《守護》守りを高めるわ、みんな攻めてちょうだい</COL>,"<COL B6FF01>《Protection》I'm going to boost your defenses, so you can all go on the offensive.</COL>",,0
<COL B6FF01>《守護》これで、痛くなんてないわよ</COL>,<COL B6FF01>《Protection》There is no pain with this</COL>,,0
<COL B6FF01>《蘇生》今倒れるなんて、あたしが許さないわ！</COL>,<COL B6FF01>《Resurrection》 I won't forgive you for collapsing now!</COL>,,0
"ふふ！
あたし、新しい特技を閃いちゃったわ","Hmmm!　
I've just come up with a new skill!",,0
"お雇いになったポーンの特技
あたしも覚えましたよ","The pawn specials you hired me for
I learned them too!",,0
ねぇ、この辺り、ジョブ修練敵がいるみたい,"Hey, there seems to be a job training enemy around here.",,0
そこに修練敵がいるわ！,There's your training enemy right there!,,0
修練達成ね！　おめでとう、マスター！,"You've accomplished the ordeal!　Congratulations, Master!",,0
貴重な宝がある気がするわ、探してみない？,"I have a feeling there's some precious treasure in there, why don't we look for it?",,0
"マスター、
この辺りに珍しい宝物がありそうよ","Master,
there may be some rare treasures around here.",,0
何かあるんじゃないかしら、この辺り,I think there's something around here.,,0
"この辺りを少し探索してみません？
マスター","Master--
Would you like to explore this area a little?",,0
"あら、珍しい敵じゃない！
チャンスかもしれませんよ","Oh, it's not that rare an enemy!　
Perhaps there's a chance for you.",,0
フフ――予想外の出会いね,"Haha―― An unexpected encounter, huh",,0
あら、なにかしらこれ,"Oh, what's this?",,0
"ねぇ？　そろそろどうかしら――
戦術育成とか",Hey?　I think it's time-- to do some tactical training.,,0
"うふふ、あなたのお話、
よく聞いてるんですよ",Ummm... I've been listening to your stories very carefully.,,0
あたしのこともよろしくお願いしますね,Please take care of me too.,,0
ふふ、了解よ,"Haha, understood",,0
任せてちょうだい,I'll take care of it.,,0
落ち着いて、もう大丈夫よ,"Calm down, everything's fine now",,0
ふん、そんな攻撃！,"Hmm, such an attack!",,0
やらせないわよ！,I won't let you get away with this!,,0
弱点は炎ね――,His weakness is fire.,,0
弱点は氷ね――,His weakness is ice.,,0
弱点は雷ね――,His weakness is lightning.,,0
弱点は聖ね――,The weak point is holy--,,0
弱点は闇ね――,His weakness is darkness.,,0
掘り出し物、見つかるといいわね,Good luck finding a bargain.,,0
何があっても、マスターの側にいるわ,"No matter what happens, I'll stay by your side, Master.",,0
"あたし、もっとマスターのお役にたちたいの
ねぇ――"お願い"聞いてくれないかしら","Hey--could you do me a favor?
I want to be of more help to the master.",,0
"マスター、この新しい力で
いままで以上にあなたに尽くすつもりよ
期待しててね","Master, with this new power
I will serve you even better than before.
Stay tuned!",,0
"冒険に行くなら誘ってね
どこまでもお助けするわ、マスター","Invite me if you're going on an adventure
I'll help you everywhere, Master.",,0
