old,new,english,speaker
この間、別の覚者さまのクラフトのアシスタントで褒められました！,I was praised as a crafting assistant for another Arisen the other day!,,0
"そうそう、この前、別の覚者さまのお供をしたんです
頑張りました！","Yes, I accompanied Arisen the other day.
I did my best!",,0
あっ、そういえば、別の覚者さまにこの服を褒められちゃいました！　へへ,"Oh, by the way, I got complimented on this outfit by another Arisen!　Heh heh.",,0
覚者さま、今日はぼくが戦技のご提案をします！,"Dear Arisen, today I am going to propose a war technique!",,0
"覚者さまがお供させてくださったおかげで
ぼく、意思疎通力が上がりました！","Thanks to the Arisen who let me accompany him
I have improved my communication skills!",,0
今日はぼく、覚者さまに髪型のご提案があるんです！,I have a hair style suggestion for you today!,,0
"新しい家財を手に入れたんですね！
すごいすごい！　快適になりますね！","So you got a new family property!
That's great, amazing!　It's going to be comfortable!",,0
覚者さま、お帰りなさい,"Arisen, welcome back",,0
ほんとはぼくが覚者さまをお守りしたいのになぁ,I really wish I could protect the Arisen.,,0
帰ってきてくださらなくて、ぼくずっと心配してたんです,I was so worried when you didn't come back.,,0
覚者さまを無事お送りする任務、完了！,Mission to safely escort the Arisen has been completed!,,0
今回の旅も楽しかったですね！,I enjoyed this trip as well!,,0
覚者さま、疲れてたら一休みしていきましょう,"Arisen, let's take a break if you're tired",,0
ふふ、拠点ごとの特徴見て回るの、好きなんです！,I love exploring the characteristics of each base!,,0
道具の補充とか、休憩とかしましょう！,Let's replenish the supplies and take a break!,,0
あっ、覚者さま！　いま行きます！,"Ah, Arisen!　I'm coming!",,0
わ、ちょっと待ってて下さいね！,"Wow, wait a minute!",,0
これでよしっ、と！,There we go!,,0
ほら、もう大丈夫です！,"See, it's all right now!",,0
うわっと、怒ってますよ！　気を付けなきゃ！ ,"Wow, he's angry!　I have to be careful!",,0
怒らせちゃいましたね――　うまく戦わないと！,I've pissed them off--I have to fight well!,,0
疲れてるみたい！ 攻撃チャンスです！,Looks tired! It's an opportunity to attack!,,0
よし、倒れた！ みんなで攻めましょう！,"Okay, it's down! Let's attack together!",,0
揺さぶりにいきます！,I'm going to shake things up!,,0
弱点さえ出せば、こっちのもんさ！,"As long as we can find a weakness, we're all set!",,0
弱点を攻撃します！　ここが嫌いなんだろっ！,I'll attack the weak point! This must be the spot it hates!,,0
覚者さま――、この戦技で支援します！,"Lord Arisen, I will support you with this war technique!",,0
厄介なヤツだなぁ！ この状態異常でどうだ！？,What a troublesome guy! How about this abnormal state?!,,0
覚者さま、属性を付与しますね！,"Arisen, I will bestow upon you a new attribute!",,0
力を溜めて攻撃します！ 任せて！,I will gather power and attack! Leave it to me!,,0
ぼくにだってできるさ！ この大技で――いくぞ！,"I can do it, too! With this big move -- here I go!",,0
<COL B6FF01>《特技》力を篭めて――全力でいくよっ！</COL>,<COL B6FF01>《Special Skill》I'm going to put all my strength into it!</COL>,,0
<COL B6FF01>《特技》この戦い――これで終わらせよう！</COL>,<COL B6FF01>《Special Skill》This battle - let's end this one!</COL>,,0
<COL B6FF01>《特技》覚者さま、ボクを見ていて下さい！</COL>,"<COL B6FF01>《Special Skill》 Watch over me, Master!</COL>",,0
<COL B6FF01>《剛化》悪いけど、痛い目みて貰うよ！</COL>,"<COL B6FF01>《Harden》I'm sorry, but I'm going to have to hurt you!</COL>",,0
<COL B6FF01>《剛化》全力で叩きにいくよっ！</COL>,<COL B6FF01>《Harden》I'm going to go all out to beat them!</COL>,,0
<COL B6FF01>《重化》覚者さま、いま倒れさせますから！</COL>,"<COL B6FF01>《Heavy》I will make them fall down now, Master!</COL>",,0
<COL B6FF01>《重化》よしっ、ぼくがあいつの体勢を崩しますね！</COL>,<COL B6FF01>《Heavy》I'm going to break his posture!</COL>,,0
<COL B6FF01>《癒活》届け、癒しの加護！</COL>,<COL B6FF01>《Restoration》Healing Blessings!</COL>,,0
<COL B6FF01>《癒活》みなさん、元気出してください！</COL>,"<COL B6FF01>《Restoration》Please cheer up, everyone!</COL>",,0
"<COL B6FF01>《柔化》あいつが弱ったところ、
見てみたいですよね！</COL>",<COL B6FF01>《Weaken》I'd love to see that guy weakened!</COL>,,0
<COL B6FF01>《柔化》まずは弱らせてみましょう！</COL>,<COL B6FF01>《Weaken》First to weaken it!</COL>,,0
<COL B6FF01>《集中》詠唱に集中――いけます！</COL>,<COL B6FF01>《Concentration》Concentrate on chanting--I can do that!</COL>,,0
<COL B6FF01>《集中》この魔法でお別れだよ！</COL>,"<COL B6FF01>《Concentration》With this magic, I'm going to say goodbye!</COL>",,0
<COL B6FF01>《無恐》へへっ、当たったって平気だよ！</COL>,"<COL B6FF01>《Fearless》Heh, I'm fine with getting hit!</COL>",,0
<COL B6FF01>《無恐》避けなくてもへっちゃらです！</COL>,<COL B6FF01>《Fearless》It's okay if you don't want to avoid it!</COL>,,0
<COL B6FF01>《集視》よーし、ぼくが前に行きます！</COL>,"<COL B6FF01>《Attraction》Okay, I'll go to the front!</COL>",,0
<COL B6FF01>《集視》はい、注目！</COL>,"<COL B6FF01>《Attraction》Yes, pay attention!</COL>",,0
<COL B6FF01>《守護》僕が防御力を高める！　皆さんアタックを！</COL>,"<COL B6FF01>《Protection》I'm going to boost your defenses!　Attack, everyone!</COL>",,0
<COL B6FF01>《守護》みんなの守り、ぼくに任せて！</COL>,<COL B6FF01>《Protection》I'll take care of everyone's protection!</COL>,,0
<COL B6FF01>《蘇生》覚者さま！　僕が助けます！　さあ！</COL>,"<COL B6FF01>《Resurrection》Revive, Lord Arisen!　I'll save you!　Come on!</COL>",,0
覚者さま！　ボク、新しい特技を閃きました,Dear Arisen!　I've got a new trick up my sleeve!,,0
"覚者さまが雇ったポーンの特技――
僕も覚えました！","The special skill of the pawn Master hired--
I learned it too!",,0
この辺り、ジョブ修練の敵がいるみたい,There seems to be a job training enemy around here.,,0
"あっ、覚者さま！
そこに修練敵がいますよ！","Ah, Master Arisen!　
There's your training enemy right there!",,0
"覚者さま、ジョブ修練達成ですね！
やったぁ！","Dear Arisen, you have achieved your job training!　
Yay!",,0
この辺に、キラキラの宝箱がありそうだなぁ,I'm sure there's a treasure chest of glitter around here somewhere.,,0
覚者さま、この辺で宝探ししてみませんか？,"Arisen, would you like to try treasure hunting around here?",,0
覚者さま、この辺り、何かありますよ！,"Arisen, there's something around here!",,0
うーん、ここって何だかアヤシイなぁ～,Hmmm... something is fishy about this place...,,0
あっ、こいつ珍しいやつだ！,"Ah, this guy is a rare one!",,0
"ねぇ覚者さま！
これって珍しい敵ですよ！","Hey Arisen!
This is a rare enemy!",,0
いいもの見ーつけた！,I found something good!,,0
"戦術育成でもっと覚者さまのこと、
教えてほしいです！","I would like to learn more about you,
, in tactical training!",,0
ぼくの覚者さまと仲、いいんですよね！,"You are good friends with my mentor, aren't you?",,0
"お友達の覚者さま――
来てくださって嬉しいです！","Your friend, Arisen--
I'm glad you came!",,0
はーい、そうします！,"Yes, I will!",,0
任せて！,I'm on it!,,0
ぼくが回復します！,I will recover!,,0
そのくらい避けられる！,You can avoid that much!,,0
さっ、と！,And then...!,,0
炎が効きそうですよ！,The flames are going to work!,,0
氷が効きそうですよ！,The ice is going to help!,,0
雷が効きそうですよ！,Lightning is going to work!,,0
聖が効きそうですよ！,I think the holy will work!,,0
闇が効きそうですよ！,The darkness is going to work!,,0
いいもの見つけて帰りましょうね！,Let's find something good and go home!,,0
何ていうか、変わった島だなぁ,What a strange island!,,0
"覚者様、ボク、
もっともっとお役に立ちたいんです
だからひとつお願いがあります！　","Dear Learner, I
want to help you more and more.
So I have one request!",,0
"覚者さま、ありがとうございました！
手に入れた力で
とことんお助けしますからね！","Thank you very much, Arisen!
We'll help you
with the power we've got!",,0
"冒険に行きませんか、覚者さま？
ぼくがいっちばん役に立ってみせますよ！","Won't you go on an adventure with me, Master?
I'll be most useful to you!",,0
